city,state,population,latitude,longitude,town_matches,state_matches,city_matches,country_matches
Bishop,GA,332,33.819,-83.438,2,0,0,0
Hunter,ND,332,47.19,-97.214,4,0,0,0
Katie,OK,332,34.586,-97.334,1,0,1,0
Lucas,KS,332,39.059,-98.538,3,0,0,0
Luther,MI,332,44.039,-85.683,2,0,0,0
Petersburg,NE,332,41.854,-98.081,9,0,0,0
Spring Grove,IN,332,39.847,-84.89,3,0,0,0
Waltham,ME,332,44.675,-68.331,3,0,1,0
Burdett,NY,331,42.417,-76.844,1,0,0,0
Hawkins,WI,331,45.512,-90.717,1,0,0,0
Sulphur Springs,IN,331,39.995,-85.432,2,0,0,0
Deer Creek,MN,330,46.391,-95.322,2,0,0,0
Dutton,AL,330,34.606,-85.912,1,0,0,0
Fairfield,NE,330,40.432,-98.103,17,0,0,0
Holloway,OH,330,40.162,-81.131,1,0,0,0
Jamestown,MO,330,38.769,-92.484,14,0,1,0
Elberta,MI,329,44.621,-86.234,1,0,0,0
Middletown,IL,329,40.101,-89.591,13,0,0,0
Morven,NC,329,34.864,-80,1,0,0,0
Pennington,AL,329,32.207,-88.056,1,0,0,0
Plato,MN,329,44.772,-94.039,1,0,1,0
Riverside,WA,329,48.513,-119.516,11,0,0,0
Savannah,OH,329,40.968,-82.367,5,0,0,0
Trimble,OH,329,39.486,-82.082,2,0,0,0
Arthur,ND,328,47.104,-97.219,3,0,0,0
Conesville,OH,328,40.185,-81.892,1,0,0,0
Randolph,NH,328,44.398,-71.317,11,0,0,0
Wharton,OH,328,40.861,-83.465,2,0,0,0
Ambrose,GA,327,31.595,-83.015,1,0,0,0
Creighton,MO,327,38.497,-94.072,1,0,0,0
Lake View,AR,327,34.421,-90.813,9,0,0,0
Orient,IL,327,37.918,-88.978,3,0,0,0
Rock Springs,WI,327,43.479,-89.927,2,0,0,0
Sharpsburg,GA,327,33.341,-84.648,5,0,0,0
Tupelo,OK,327,34.602,-96.42,2,0,0,0
Clarence,LA,326,31.82,-93.029,2,0,0,0
Irondale,OH,326,40.572,-80.726,2,0,0,0
Mansfield,WA,326,47.812,-119.638,12,0,1,0
Rose City,TX,326,30.106,-94.05,1,0,0,0
Swanville,MN,326,45.926,-94.634,1,0,0,0
Thomaston,AL,326,32.268,-87.624,4,0,0,0
Trenton,KY,326,36.723,-87.263,14,0,0,0
Waldo,OH,326,40.46,-83.085,6,0,0,0
Wheeler,WI,326,45.041,-91.9,3,0,0,0
Bellflower,MO,325,39.004,-91.352,2,0,0,0
Hume,IL,325,39.799,-87.869,1,0,0,0
Portland,AR,325,33.238,-91.511,9,0,1,0
Ramer,TN,325,35.072,-88.615,1,0,0,0
Dexter,MN,324,43.72,-92.703,8,0,0,0
Falcon,NC,324,35.193,-78.648,1,0,0,0
Greenwood,IL,324,42.392,-88.389,12,0,0,0
South Haven,KS,324,37.05,-97.401,3,0,0,0
Bicknell,UT,323,38.339,-111.544,1,0,0,0
Cameron,OK,323,35.135,-94.536,6,0,0,0
Flat Rock,IL,323,38.904,-87.673,2,0,0,0
Mason,IL,323,38.954,-88.627,7,0,0,0
Sanborn,MN,323,44.209,-95.13,2,0,0,0
St Thomas,ND,323,48.619,-97.447,1,0,1,0
Blanca,CO,322,37.439,-105.514,0,0,1,0
Montgomery,MI,322,41.776,-84.809,13,0,0,0
Nelson,WI,322,44.42,-91.997,6,0,2,0
Peterson,IA,322,42.918,-95.342,1,0,0,0
St John,ND,322,48.944,-99.713,4,0,0,0
St Peter,IL,322,38.868,-88.85,1,0,0,0
Carlisle,SC,321,34.592,-81.465,8,0,1,0
Freeport,OH,321,40.211,-81.269,8,0,0,0
Gallatin,TX,321,31.897,-95.152,2,0,0,0
Hartland,MN,321,43.804,-93.485,4,0,0,0
Shiloh,AL,321,34.464,-85.878,4,0,0,0
Stickney,SD,321,43.589,-98.438,1,0,0,0
Clearwater,NE,320,42.171,-98.19,3,0,0,0
Danbury,IA,320,42.236,-95.722,5,0,1,0
Meadow,UT,320,38.886,-112.407,1,0,0,0
Mountain Park,OK,320,34.699,-98.952,1,0,0,0
Phillips,NE,320,40.898,-98.215,3,0,0,0
Silver Creek,NE,320,41.314,-97.667,2,0,0,0
Alexander,ND,319,47.838,-103.641,5,0,0,0
Beaverdam,OH,319,40.832,-83.973,2,0,0,0
Cook,NE,319,40.511,-96.162,1,0,0,0
Corsica,PA,319,41.182,-79.203,1,0,0,0
Cove,AR,319,34.439,-94.426,2,0,1,0
Davenport,NE,319,40.312,-97.812,5,0,0,0
Irwin,IA,319,41.79,-95.207,3,0,0,0
Maynard,MN,319,44.904,-95.469,3,0,0,0
Mentone,AL,319,34.567,-85.584,1,0,0,0
Sawyer,ND,319,48.089,-101.053,2,0,0,0
Alma,IL,318,38.723,-88.912,9,0,1,0
Lynchburg,SC,318,34.06,-80.077,3,0,0,0
Malden,IL,318,41.425,-89.37,3,0,0,0
Purcell,MO,318,37.243,-94.439,1,0,0,0
Vandalia,MI,318,41.923,-85.916,3,0,0,0
Wallace,NE,318,40.838,-101.164,5,0,0,0
Amboy,IN,317,40.603,-85.927,2,0,0,0
Coalton,IL,317,39.285,-89.303,1,0,0,0
Cumberland,OH,317,39.853,-81.659,7,0,0,0
Eldorado,OK,317,34.473,-99.65,6,0,5,0
Fayetteville,OH,317,39.185,-83.932,8,0,0,0
Hartsville,IN,317,39.267,-85.699,2,0,0,0
Hope,KS,317,38.691,-97.076,7,0,1,0
Kermit,WV,317,37.842,-82.409,1,0,0,0
Turkey,TX,317,34.394,-100.895,1,0,0,1
Campton,KY,316,37.735,-83.547,1,0,0,0
La Crosse,FL,316,29.845,-82.383,5,0,0,0
Westwood,MO,316,38.643,-90.433,5,0,0,0
Bethune,SC,315,34.414,-80.349,1,0,1,0
Harrisburg,OH,315,39.811,-83.168,7,0,0,0
Tunnelhill,PA,315,40.478,-78.542,1,0,0,0
Baldwin,IL,314,38.184,-89.845,8,0,0,0
Burlington,WY,314,44.447,-108.432,18,0,1,0
Laporte,PA,314,41.418,-76.492,3,0,0,0
Perry,IL,314,39.782,-90.747,13,0,0,0
Ridgeway,OH,314,40.512,-83.569,8,0,0,0
Sibley,MO,314,39.176,-94.201,4,0,0,0
Beulah,MI,313,44.63,-86.096,2,0,1,0
Eureka,TX,313,32.007,-96.271,8,0,0,0
Floyd,IA,313,43.128,-92.74,2,0,0,0
Gridley,KS,313,38.101,-95.881,2,0,0,0
Lee,IL,313,41.794,-88.941,5,0,0,0
Orchard,TX,313,29.6,-95.97,2,0,0,0
Ruma,IL,313,38.131,-90,0,0,1,0
Belleville,AR,312,35.092,-93.445,5,0,2,0
Easton,IL,312,40.232,-89.842,10,0,0,0
Endicott,WA,312,46.928,-117.687,2,0,0,0
Fargo,OK,312,36.374,-99.622,3,0,0,0
Fort Atkinson,IA,312,43.144,-91.935,1,0,0,0
Glendale,UT,312,37.336,-112.604,8,0,0,0
Nickerson,NE,312,41.535,-96.471,1,0,0,0
Rocky Ridge,OH,312,41.53,-83.213,1,0,0,0
Agra,OK,311,35.895,-96.87,1,0,1,0
Clayton,MI,311,41.865,-84.235,19,0,0,0
Hudson,SD,311,43.13,-96.456,15,0,1,0
Iola,TX,311,30.773,-96.078,3,0,0,0
Madison,NY,311,42.898,-75.512,23,0,0,0
Sidon,MS,311,33.408,-90.208,0,0,1,0
Waverly,KY,311,37.71,-87.815,12,0,0,0
Canton,MN,310,43.53,-91.93,16,0,0,0
Granville,IA,310,42.985,-95.875,7,0,1,0
Nazareth,TX,310,34.542,-102.102,1,0,1,0
Patterson,AR,310,35.259,-91.235,6,0,0,0
Polk,OH,310,40.945,-82.214,2,0,0,0
Stratton,NE,310,40.15,-101.228,3,0,0,0
Waco,NC,310,35.363,-81.429,4,0,0,0
Calvin,OK,309,34.968,-96.254,2,0,0,0
De Soto,WI,309,43.433,-91.201,6,0,0,0
Flemington,WV,309,39.267,-80.129,4,0,0,0
Johnson,NE,309,40.411,-95.999,5,0,0,0
Lowell,WI,309,43.334,-88.814,10,0,0,0
New Richmond,IN,309,40.194,-86.978,2,0,0,0
Pinehurst,GA,309,32.196,-83.76,3,0,0,0
Saddlebrooke,MO,309,36.827,-93.198,1,0,0,0
Saltillo,PA,309,40.212,-78.006,3,0,1,0
St Mary,MO,309,37.874,-89.95,1,0,0,0
Hollandale,MN,308,43.76,-93.206,2,0,0,0
Ludlow,IL,308,40.386,-88.126,6,0,1,0
Manila,UT,308,40.992,-109.721,2,0,1,0
Port Jefferson,OH,308,40.33,-84.092,1,0,0,0
Ransom,IL,308,41.159,-88.654,1,0,0,0
Eau Claire,PA,307,41.137,-79.799,2,0,0,0
Emery,UT,307,38.925,-111.252,2,0,0,0
Midland,OH,307,39.307,-83.91,8,0,1,0
Ruby,SC,307,34.748,-80.179,1,0,1,0
Trinidad,CA,307,41.058,-124.143,2,0,4,0
Williams,IA,307,42.489,-93.541,5,0,0,0
Crowder,OK,306,35.121,-95.677,1,0,0,0
Cuba,AL,306,32.441,-88.375,5,0,1,1
Hamilton,NC,306,35.944,-77.207,17,0,5,0
Hollandale,WI,306,42.876,-89.934,2,0,0,0
Murdock,MN,306,45.223,-95.393,1,0,0,0
Osgood,OH,306,40.339,-84.496,2,0,0,0
Russellville,IN,306,39.857,-86.983,6,0,0,0
Aquilla,OH,305,41.547,-81.173,1,0,0,0
Boone,CO,305,38.25,-104.261,2,0,0,0
Claremont,VA,305,37.227,-76.966,10,0,1,0
Creekside,KY,305,38.292,-85.57,1,0,0,0
Fertile,IA,305,43.262,-93.423,1,0,0,0
Fillmore,IL,305,39.115,-89.279,4,0,0,0
Fredonia,AR,305,34.819,-91.41,8,0,1,0
Grady,AR,305,34.079,-91.698,1,0,0,0
Lincoln,MI,305,44.684,-83.413,15,0,4,0
Woodland,GA,305,32.788,-84.561,10,0,0,0
Arcola,MS,304,33.271,-90.88,3,0,0,0
Artesia,MS,304,33.417,-88.642,2,0,0,0
Bronson,KS,304,37.896,-95.073,3,0,0,0
Forest,LA,304,32.792,-91.413,3,0,1,0
Rushville,OH,304,39.764,-82.43,5,0,0,0
Deer Park,MD,303,39.424,-79.326,5,0,0,0
Dutton,MT,303,47.848,-111.714,1,0,0,0
Forest Hills,NC,303,35.296,-83.195,3,0,0,0
Fulton,IN,303,40.946,-86.264,11,0,0,0
Goose Creek,KY,303,38.293,-85.59,1,0,0,0
Hyden,KY,303,37.158,-83.377,0,0,1,0
Norman,AR,303,34.459,-93.677,3,0,0,0
Woodburn,KY,303,36.842,-86.531,3,0,0,0
Alberta,VA,302,36.855,-77.894,1,0,0,0
Bison,SD,302,45.524,-102.468,1,0,0,0
Delphos,KS,302,39.275,-97.766,1,0,0,0
Fayetteville,IL,302,38.378,-89.797,8,0,0,0
Oakdale,WI,302,43.962,-90.379,7,0,0,0
Parker,ID,302,43.958,-111.759,7,0,0,0
Romeo,CO,302,37.172,-105.985,1,0,0,0
Caryville,FL,301,30.775,-85.813,1,0,0,0
Cedar Hill,TN,301,36.551,-87.001,1,0,0,0
Granville,VT,301,44.001,-72.844,7,0,1,0
Lamont,OK,301,36.691,-97.558,3,0,0,0
Loganville,WI,301,43.437,-90.037,2,0,0,0
McGrath,AK,301,62.938,-155.549,1,0,0,0
Millport,NY,301,42.268,-76.836,1,0,0,0
Nashua,MT,301,48.134,-106.358,3,0,0,0
Scotia,NE,301,41.468,-98.702,2,0,0,0
Wellsville,PA,301,40.051,-76.941,5,0,0,0
Clifford,MI,300,43.315,-83.18,2,0,0,0
Downing,MO,300,40.487,-92.369,1,0,0,0
Ewing,IL,300,38.089,-88.852,4,0,0,0
Keysville,GA,300,33.236,-82.229,1,0,0,0
Loraine,IL,300,40.153,-91.222,5,0,1,0
Saginaw,MO,300,37.028,-94.475,3,0,0,0
Bancroft,ID,299,42.72,-111.883,7,0,0,0
Hamilton,WA,299,48.522,-121.995,17,0,5,0
Oakley,MI,299,43.143,-84.169,4,0,1,0
Manlius,IL,298,41.455,-89.669,1,0,0,0
Burton,TX,297,30.182,-96.601,3,0,1,0
Centertown,TN,297,35.725,-85.92,2,0,0,0
LaCrosse,WA,297,46.796,-117.919,5,0,0,0
Mannsville,NY,297,43.718,-76.067,1,0,0,0
Northport,WA,297,48.916,-117.78,5,0,0,0
Alma,CO,296,39.286,-106.066,9,0,1,0
Atkinson,NC,296,34.527,-78.17,3,0,0,0
Burbank,OH,296,40.986,-81.995,3,0,0,0
Kane,IL,296,39.19,-90.351,1,0,0,0
Lester,IA,296,43.44,-96.331,5,0,1,0
Lyon,MS,296,34.217,-90.543,1,0,1,0
Monroe,NE,296,41.474,-97.6,21,0,1,0
Otis,KS,296,38.535,-99.054,3,0,0,0
Unadilla,NE,296,40.683,-96.27,2,0,0,0
Waco,NE,296,40.897,-97.461,4,0,0,0
Dakota,MN,295,43.916,-91.36,1,0,0,0
Gunnison,MS,295,33.943,-90.947,2,0,0,0
Trent,TX,295,32.488,-100.123,1,0,0,0
Bronson,IA,294,42.409,-96.211,3,0,0,0
Clarksville,NH,294,45.004,-71.251,10,0,0,0
Courtland,KS,294,39.783,-97.896,4,0,0,0
Dodson,LA,294,32.081,-92.659,2,0,0,0
Gordon,AL,294,31.144,-85.093,5,0,0,0
Hackensack,MN,294,46.927,-94.515,1,0,0,0
Palisade,NE,294,40.348,-101.107,2,0,0,0
Dresden,NY,293,42.684,-76.957,4,0,1,0
Emerson,AR,293,33.097,-93.196,4,0,0,0
Mill Creek,OK,293,34.401,-96.825,5,0,0,0
Mitchellville,AR,293,33.905,-91.498,2,0,0,0
Port Hope,MI,293,43.939,-82.715,0,0,1,0
Reserve,NM,293,33.709,-108.761,1,0,0,0
Royal,IL,293,40.193,-87.972,2,0,0,0
Springfield,ME,293,45.392,-68.167,21,0,1,0
Uniontown,KS,293,37.847,-94.976,4,0,0,0
Easton,NH,292,44.127,-71.794,10,0,0,0
Iroquois,SD,292,44.368,-97.85,1,0,0,0
Le Raysville,PA,292,41.838,-76.174,1,0,0,0
LeRaysville,PA,292,41.841,-76.181,1,0,0,0
Lynnville,TN,292,35.378,-87.006,3,0,0,0
Belview,MN,291,44.607,-95.329,1,0,0,0
Brewster,KS,291,39.363,-101.377,6,0,0,0
Chilhowee,MO,291,38.589,-93.856,1,0,0,0
Granada,MN,291,43.693,-94.349,1,0,4,0
Haworth,OK,291,33.841,-94.657,1,0,1,0
Prague,NE,291,41.31,-96.808,1,0,1,0
Cincinnati,IA,290,40.631,-92.922,1,0,0,0
Kingston,MO,290,39.643,-94.038,13,0,3,0
Newington,GA,290,32.589,-81.506,2,0,0,0
Nichols,WI,290,44.567,-88.468,4,0,0,0
North Miami,OK,290,36.92,-94.88,1,0,0,0
Argyle,NY,289,43.237,-73.491,5,0,1,0
Bellevue,TX,289,33.634,-98.016,10,0,0,0
Blue Eye,MO,289,36.519,-93.379,1,0,0,0
Chauncey,GA,289,32.107,-83.065,1,0,0,0
Garland,TN,289,35.588,-89.752,6,0,0,0
Leavenworth,IN,289,38.2,-86.35,2,0,0,0
Norway,SC,289,33.45,-81.127,3,0,0,1
Virgil,IL,289,41.956,-88.529,2,0,0,0
Bristol,SD,288,45.344,-97.744,11,0,1,0
Creekside,PA,288,40.682,-79.194,1,0,0,0
Joseph,UT,288,38.625,-112.22,1,0,0,0
Kempton,IN,288,40.288,-86.23,1,0,0,0
Kendrick,ID,288,46.614,-116.662,1,0,0,0
Sibley,IL,288,40.588,-88.378,4,0,0,0
Skyline,MN,288,44.141,-94.034,1,0,0,0
Summit,SD,288,45.306,-97.039,7,0,0,0
Meridian,NY,287,43.163,-76.538,5,0,0,0
Westminster,VT,287,43.079,-72.454,6,0,1,0
Wilton,AR,287,33.739,-94.148,8,0,0,0
Woodstock,OH,287,40.174,-83.528,10,0,2,0
Butte,NE,286,42.912,-98.848,1,0,0,0
Carolina,AL,286,31.234,-86.521,0,0,1,0
Hanover,ME,286,44.499,-70.713,10,0,2,0
Vaughn,NM,286,34.607,-105.213,0,0,1,0
Woodbury,PA,286,40.225,-78.366,8,0,0,0
Mill Creek,PA,285,40.437,-77.931,5,0,0,0
Morganton,GA,285,34.876,-84.243,1,0,0,0
Sherwood,MI,285,42,-85.239,5,0,0,0
Cecil,GA,284,31.047,-83.391,2,0,0,0
Centertown,MO,284,38.618,-92.409,2,0,0,0
Dalton,NE,284,41.408,-102.971,7,0,0,0
Raleigh,IL,284,37.824,-88.531,2,0,0,0
Arcadia,NE,283,41.425,-99.126,10,0,0,0
Hume,MO,283,38.09,-94.583,1,0,0,0
Junction City,MO,283,37.574,-90.293,9,0,0,0
Lindsay,NE,283,41.701,-97.694,4,0,0,0
Little York,IL,283,41.011,-90.746,1,0,0,0
Marengo,OH,283,40.401,-82.811,3,0,0,0
Weston,TX,283,33.32,-96.675,12,0,0,0
Bennington,OK,282,34.004,-96.038,4,0,0,0
Blue Springs,NE,282,40.137,-96.663,3,0,0,0
Nebo,IL,282,39.442,-90.788,1,0,0,0
Wilmot,OH,282,40.656,-81.634,3,0,1,0
Burlington,MI,281,42.105,-85.079,18,0,1,0
Carbon,TX,281,32.268,-98.827,2,0,0,0
Kingston,WI,281,43.694,-89.131,13,0,3,0
Linneus,MO,281,39.877,-93.187,1,0,0,0
Merino,CO,281,40.485,-103.354,0,0,1,0
Wildwood,KY,281,38.249,-85.575,3,0,0,0
Winslow,IL,281,42.493,-89.795,6,0,0,0
Beaver Creek,MN,280,43.613,-96.362,1,0,0,0
Cash,AR,280,35.801,-90.932,1,0,0,0
Clarington,OH,280,39.776,-80.868,0,0,1,0
Doylestown,WI,280,43.428,-89.147,2,0,0,0
Jennings,OK,280,36.182,-96.569,4,0,0,0
Richburg,SC,280,34.717,-81.02,1,0,0,0
Terral,OK,280,33.897,-97.938,1,0,0,0
Bath,IL,279,40.19,-90.142,7,0,1,0
Chandler,MN,279,43.931,-95.951,4,0,1,0
Norwood,LA,279,30.973,-91.11,11,0,0,0
Sorrento,ME,279,44.495,-68.178,1,0,1,0
Williamsville,MO,279,36.974,-90.548,2,0,0,0
Clearfield,IA,278,40.801,-94.482,2,0,0,0
Franklin,PA,278,40.342,-78.884,32,0,0,0
Henrietta,MO,278,39.237,-93.939,1,0,0,0
Port Clinton,PA,278,40.583,-76.031,1,0,0,0
Sumner,MS,278,33.969,-90.369,7,0,0,0
Columbia,LA,277,32.102,-92.076,13,0,1,1
Crawfordsville,IA,277,41.214,-91.537,2,0,0,0
Georgetown,LA,277,31.759,-92.38,17,0,5,0
Harrisonburg,LA,277,31.766,-91.824,1,0,0,0
Magnolia,DE,277,39.072,-75.476,9,0,0,0
Millbrook,IL,277,41.605,-88.545,2,0,0,0
Orange,NH,277,43.649,-71.944,8,0,2,0
Reynolds,ND,277,47.67,-97.109,4,0,0,0
Wheatland,MO,277,37.943,-93.402,5,0,0,0
Chesterhill,OH,276,39.494,-81.868,1,0,0,0
Climax,GA,276,30.876,-84.431,3,0,0,0
Duncan,MS,276,34.042,-90.746,4,0,1,0
Maitland,MO,276,40.202,-95.078,1,0,1,0
Oakdale,NE,276,42.07,-97.967,7,0,0,0
Plummer,MN,276,47.915,-96.043,1,0,0,0
Bayside,TX,275,28.096,-97.211,1,0,0,0
Donaldson,AR,275,34.234,-92.919,1,0,0,0
Eagleville,MO,275,40.469,-93.986,1,0,0,0
Hedley,TX,275,34.867,-100.659,0,0,1,0
McNabb,IL,275,41.177,-89.21,1,0,0,0
New Holland,IL,275,40.183,-89.583,2,0,0,0
Ridgeway,IA,275,43.299,-91.993,8,0,0,0
Sims,NC,275,35.76,-78.059,1,0,0,0
Ambler,AK,274,67.101,-157.848,1,0,0,0
Compton,IL,274,41.694,-89.086,1,0,0,0
Cornish,UT,274,41.967,-111.959,3,0,0,0
Elliott,IL,274,40.466,-88.277,3,0,0,0
Ironton,WI,274,43.544,-90.145,3,0,0,0
Libertyville,IA,274,40.958,-92.05,2,0,0,0
Marshall,IN,274,39.848,-87.187,10,0,0,0
Menifee,AR,274,35.148,-92.546,1,0,0,0
Omer,MI,274,44.049,-83.857,0,0,1,0
Sterling,UT,274,39.193,-111.691,8,0,1,0
Bradshaw,NE,273,40.883,-97.747,1,0,0,0
Brocton,IL,273,39.715,-87.933,1,0,0,0
Everton,MO,273,37.343,-93.703,1,0,0,0
Greeley,KS,273,38.368,-95.127,2,0,0,0
Hammond,NY,273,44.446,-75.693,6,0,0,0
Portage,UT,273,41.977,-112.242,6,0,0,0
St Charles,KY,273,37.191,-87.554,8,0,0,0
Campbell,NE,272,40.296,-98.732,5,0,0,0
Custer,MI,272,43.95,-86.218,1,0,0,0
Drummond,MT,272,46.666,-113.147,2,0,0,0
Hope,ND,272,47.324,-97.719,7,0,1,0
Kennard,TX,272,31.358,-95.185,2,0,0,0
Lawrence,NE,272,40.29,-98.26,7,0,0,0
Lehigh,OK,272,34.475,-96.222,2,0,0,0
McFarland,KS,272,39.055,-96.238,2,0,0,0
Moscow,KS,272,37.325,-101.207,5,0,1,0
Newcastle,NE,272,42.652,-96.874,12,0,2,0
Rosemont,MD,272,39.334,-77.623,1,0,0,0
Rosston,AR,272,33.59,-93.285,1,0,0,0
Stockport,IA,272,40.857,-91.833,1,0,0,0
Whittier,AK,272,60.777,-148.665,1,0,0,0
Farmersburg,IA,271,42.959,-91.367,1,0,0,0
Fenton,IA,271,43.218,-94.428,4,0,1,0
Gladstone,ND,271,46.859,-102.567,4,0,1,0
Harrisburg,MO,271,39.14,-92.46,7,0,0,0
Lisbon,IL,271,41.479,-88.46,7,0,1,0
Milledgeville,TN,271,35.378,-88.366,3,0,0,0
Ovid,CO,271,40.961,-102.388,2,0,0,0
Plainville,IL,271,39.785,-91.182,5,0,0,0
Uniondale,IN,271,40.83,-85.239,1,0,0,0
Augusta,MO,270,38.568,-90.881,9,0,2,0
Chester,TX,270,30.921,-94.6,17,0,2,0
East Haven,VT,270,44.655,-71.823,1,0,0,0
Malcom,IA,270,41.708,-92.557,1,0,0,0
Murdock,NE,270,40.926,-96.281,1,0,0,0
Posen,MI,270,45.262,-83.699,1,0,0,0
Rowley,IA,270,42.368,-91.844,1,0,0,0
Toone,TN,270,35.356,-88.954,0,0,1,0
Tustin,MI,270,44.101,-85.459,1,0,0,0
Vienna,MD,270,38.485,-75.827,9,0,1,0
Bertram,IA,269,41.951,-91.538,1,0,0,0
Bloomingdale,IN,269,39.831,-87.25,5,0,0,0
Goshen,AL,269,31.72,-86.123,10,0,0,0
Harpers Ferry,WV,269,39.325,-77.742,1,0,0,0
Holland,IA,269,42.4,-92.799,11,0,0,0
Midway,OH,269,39.733,-83.476,9,0,0,0
Roscoe,SD,269,45.451,-99.336,5,0,0,0
Tracy,MO,269,39.378,-94.792,2,0,0,0
Hallam,NE,268,40.538,-96.787,1,0,0,0
Industry,TX,268,29.967,-96.497,4,0,0,0
Pocahontas,VA,268,37.308,-81.343,4,0,0,0
Tower City,ND,268,46.926,-97.676,1,0,0,0
Victoria,IL,268,41.033,-90.095,5,0,9,0
Delaware,OK,267,36.779,-95.643,3,1,0,0
Dublin,NC,267,34.656,-78.723,8,0,1,0
Elco,PA,267,40.082,-79.882,2,0,0,0
Gatesville,NC,267,36.407,-76.757,1,0,0,0
Lakota,IA,267,43.378,-94.094,1,0,0,0
Macedonia,IA,267,41.192,-95.427,2,0,0,0
Oaks,OK,267,36.17,-94.853,2,0,0,0
Stapleton,NE,267,41.48,-100.513,1,0,0,0
Stratton,OH,267,40.525,-80.631,3,0,0,0
Unionville,PA,267,40.906,-77.877,5,0,0,0
Yale,IA,267,41.775,-94.357,4,0,0,0
Cedar Point,IL,266,41.265,-89.126,2,0,0,0
Henderson,IL,266,41.024,-90.354,11,0,0,0
Kensington,MN,266,45.778,-95.697,4,0,0,0
Oak City,NC,266,35.962,-77.304,1,0,0,0
Ralston,OK,266,36.504,-96.738,2,0,0,0
Ridgeway,SC,266,34.307,-80.96,8,0,0,0
Sebastopol,MS,266,32.568,-89.334,1,0,0,0
Utica,MN,266,43.977,-91.949,10,0,0,0
Auburn,IA,265,42.25,-94.878,16,0,0,0
Barstow,TX,265,31.462,-103.396,1,0,0,0
Farley,MO,265,39.289,-94.828,1,0,0,0
Hodges,AL,265,34.334,-87.923,1,0,0,0
Kilbourne,IL,265,40.152,-90.012,1,0,0,0
Langston,AL,265,34.545,-86.093,1,0,0,0
Madrid,AL,265,31.036,-85.398,2,0,3,0
Manchester,IL,265,39.542,-90.33,19,0,1,0
Maurice,IA,265,42.966,-96.183,1,0,0,0
Saline,LA,265,32.163,-92.977,1,0,0,0
Arlington,KY,264,36.79,-89.013,15,0,0,0
Castalia,NC,264,36.082,-78.058,2,0,0,0
Colony,AL,264,33.941,-86.902,2,0,0,0
Delta,IA,264,41.323,-92.33,7,0,1,0
Flatwoods,WV,264,38.717,-80.653,1,0,0,0
Greensboro,PA,264,39.792,-79.913,7,0,0,0
Industry,CA,264,34.026,-117.94,4,0,0,0
Medina,ND,264,46.895,-99.3,5,0,4,0
Pulaski,IA,264,40.691,-92.276,6,0,0,0
Warfield,KY,264,37.839,-82.422,0,0,1,0
Woodville,GA,264,33.667,-83.106,6,0,0,0
Carbon,IN,263,39.599,-87.108,2,0,0,0
Carlton,GA,263,34.041,-83.041,5,0,1,0
Coffeeville,AL,263,31.767,-88.086,2,0,0,0
Graham,GA,263,31.828,-82.503,3,0,0,0
Hoskins,NE,263,42.113,-97.304,0,0,1,0
Mecca,IN,263,39.727,-87.332,0,0,1,0
Mercer,MO,263,40.511,-93.53,3,0,0,0
Michigan City,ND,263,48.024,-98.12,1,0,0,0
Pine Ridge,AL,263,34.448,-85.784,1,0,0,0
Roseland,NE,263,40.47,-98.558,4,0,0,0
Wilton,MN,263,47.506,-94.996,8,0,0,0
Allerton,IL,262,39.916,-87.935,1,0,0,0
Clay Center,OH,262,41.573,-83.364,2,0,0,0
Dunfermline,IL,262,40.491,-90.032,0,0,1,0
Harpers Ferry,IA,262,43.201,-91.153,1,0,0,0
Hartsburg,IL,262,40.251,-89.441,1,0,0,0
Maywood,NE,262,40.659,-100.622,3,0,0,0
Perry,AR,262,35.045,-92.793,13,0,0,0
Rockport,KY,262,37.334,-86.992,6,0,0,0
Walcott,ND,262,46.55,-96.938,1,0,0,0
White Lake,WI,262,45.16,-88.763,3,0,0,0
Windsor,NH,262,43.108,-72.017,16,0,3,0
Bowersville,OH,261,39.581,-83.724,1,0,0,0
Covington,TX,261,32.179,-97.261,9,0,0,0
Mapleton,IL,261,40.573,-89.725,7,0,1,0
Sheldon,WI,261,45.312,-90.957,5,0,1,0
Stoneham,ME,261,44.268,-70.925,1,0,0,0
Westville,FL,261,30.771,-85.845,4,0,0,0
Chapman,NE,260,41.023,-98.159,3,0,0,0
Elk City,KS,260,37.29,-95.91,1,0,0,0
Glenvil,NE,260,40.503,-98.255,1,0,0,0
Grinnell,KS,260,39.127,-100.631,1,0,0,0
Le Roy,MI,260,44.038,-85.454,6,0,0,0
Odell,NE,260,40.05,-96.802,1,0,0,0
Ransom,KS,260,38.636,-99.933,1,0,0,0
Fallston,PA,259,40.727,-80.314,1,0,0,0
Irwin,ID,259,43.403,-111.28,3,0,0,0
Lyman,NE,259,41.918,-104.037,6,0,2,0
Newburg,WV,259,39.389,-79.854,9,0,1,0
Rutland,IL,259,40.984,-89.041,7,0,0,0
Straughn,IN,259,39.808,-85.291,2,0,0,0
Sugar City,CO,259,38.233,-103.663,1,0,0,0
Blackwell,TX,258,32.085,-100.319,1,0,0,0
Breckenridge,MO,258,39.761,-93.805,5,0,0,0
Emmett,MI,258,42.993,-82.765,5,0,0,0
Franklin,NY,258,42.344,-75.166,32,0,0,0
Lu Verne,IA,258,42.909,-94.084,3,0,0,0
Lynn,AR,258,36.004,-91.252,5,0,0,0
