city,state,population,latitude,longitude,town_matches,state_matches,city_matches,country_matches
Cooper,MI,10418,42.377,-85.59,2,0,0,0
Heath,OH,10412,40.022,-82.441,3,0,0,0
Smithville,MO,10406,39.397,-94.571,7,0,0,0
Kearney,MO,10404,39.355,-94.359,3,0,0,0
Monument,CO,10399,39.072,-104.854,1,0,0,0
Farmersville,CA,10397,36.305,-119.208,3,0,0,0
Northampton,PA,10395,40.689,-75.487,1,0,1,0
Waverly,IA,10394,42.725,-92.47,12,0,0,0
Scituate,RI,10384,41.793,-71.62,1,0,0,0
Millstone,NJ,10376,40.216,-74.417,1,0,0,0
Watervliet,NY,10375,42.725,-73.707,1,0,0,0
Fairview,TX,10372,33.141,-96.614,16,0,0,0
Shelton,WA,10371,47.218,-123.113,2,0,0,0
Weston,CT,10354,41.227,-73.369,12,0,0,0
Lexington,NE,10348,40.78,-99.742,17,0,0,0
Versailles,KY,10347,38.05,-84.734,5,0,1,0
Alexandria,KY,10341,38.965,-84.383,12,0,4,0
Oneida,NY,10329,43.07,-75.674,4,0,0,0
Berwick,PA,10327,41.055,-76.251,2,0,0,0
Carroll,IA,10321,42.07,-94.865,3,0,0,0
Exeter,CA,10321,36.294,-119.146,7,0,1,0
Ridgefield,WA,10319,45.818,-122.671,2,0,0,0
Brewster,MA,10318,41.752,-70.044,6,0,0,0
North Bend,OR,10317,43.407,-124.234,3,0,0,0
Southampton,NJ,10317,39.914,-74.736,2,0,1,0
Paris,TN,10316,36.293,-88.308,7,0,1,0
Bluffton,IN,10308,40.743,-85.172,4,0,0,0
Clay,AL,10291,33.698,-86.608,2,0,0,0
Garden City,GA,10289,32.087,-81.177,9,0,0,0
London,OH,10279,39.894,-83.438,2,0,2,0
Newport,OR,10256,44.621,-124.043,16,0,3,0
Somers,CT,10255,41.993,-72.454,2,0,0,0
Alpine,UT,10251,40.462,-111.773,3,0,0,0
Elkhorn,WI,10247,42.675,-88.53,1,0,0,0
Standish,ME,10244,43.779,-70.581,1,0,0,0
Raymondville,TX,10236,26.476,-97.778,1,0,0,0
Winchester,CT,10224,41.92,-73.111,13,0,1,0
Plymouth,IN,10214,41.349,-86.319,17,0,1,0
Hobart,WI,10211,44.494,-88.155,3,0,1,0
Columbia,PA,10207,40.035,-76.496,13,0,1,1
Alpena,MI,10197,45.074,-83.443,2,0,0,0
Milton,FL,10197,30.629,-87.053,15,0,2,0
Astoria,OR,10181,46.187,-123.815,2,0,0,0
Cairo,GA,10179,30.879,-84.205,5,0,1,0
Franklin,KY,10176,36.719,-86.564,32,0,0,0
Paris,KY,10171,38.212,-84.269,7,0,1,0
La Plata,MD,10159,38.543,-76.97,1,0,1,0
DuPont,WA,10151,47.108,-122.647,4,0,0,0
Massena,NY,10151,44.929,-74.893,1,0,0,0
Pleasant Hill,IA,10147,41.599,-93.508,6,0,0,0
Hillsdale,NJ,10143,41.007,-74.045,4,0,0,0
Littleton,MA,10141,42.539,-71.502,5,0,0,0
Waynesville,NC,10140,35.486,-83,3,0,0,0
Wood Ridge,NJ,10137,40.85,-74.087,2,0,0,0
Canton,CT,10124,41.858,-72.908,16,0,0,0
Boaz,AL,10107,34.199,-86.155,1,0,0,0
West Point,MS,10105,33.606,-88.658,9,0,0,0
Bridgeport,MI,10104,43.35,-83.876,10,0,0,0
Williston,VT,10103,44.431,-73.095,4,0,0,0
Cambridge,OH,10089,40.021,-81.585,14,0,3,0
Brentwood,PA,10082,40.373,-79.976,5,0,1,0
Maywood,NJ,10080,40.903,-74.063,3,0,0,0
New Richmond,WI,10079,45.122,-92.533,2,0,0,0
Vernon,TX,10078,34.148,-99.3,11,0,2,0
Hull,MA,10072,42.285,-70.876,3,0,0,0
Rockport,TX,10070,28.047,-97.051,6,0,0,0
Howell,MI,10068,42.608,-83.934,2,0,0,0
La Grange,KY,10067,38.399,-85.375,12,0,0,0
Ware,MA,10066,42.27,-72.294,0,0,2,0
Ogdensburg,NY,10064,44.709,-75.463,2,0,0,0
Warrenton,VA,10057,38.718,-77.797,4,0,0,0
Clinton,TN,10056,36.1,-84.128,24,0,0,0
Cody,WY,10028,44.526,-109.055,1,0,0,0
Lancaster,NY,10027,42.901,-78.669,12,0,1,0
Sparta,WI,10025,43.942,-90.807,9,0,0,0
Mayfield,KY,10017,36.736,-88.645,5,0,0,0
Atoka,TN,10008,35.427,-89.784,1,0,0,0
Rio Vista,CA,10005,38.176,-121.708,1,0,0,0
Fairfield,AL,10000,33.475,-86.919,17,0,0,0
Marysville,MI,9997,42.909,-82.48,6,0,0,0
St Joseph,MI,9993,42.066,-86.475,6,0,0,0
Manvel,TX,9992,29.481,-95.361,1,0,0,0
Highland,IL,9991,38.77,-89.679,8,0,0,0
Sleepy Hollow,NY,9986,41.098,-73.87,1,0,0,0
Ellisville,MO,9985,38.589,-90.588,2,0,0,0
Uniontown,PA,9984,39.899,-79.724,4,0,0,0
Mount Holly,NJ,9981,39.996,-74.788,2,0,0,0
Woodbury,NJ,9963,39.838,-75.152,8,0,0,0
Mission,KS,9954,39.027,-94.657,2,0,1,0
Plainville,MA,9945,42.007,-71.357,5,0,0,0
Decatur,IN,9913,40.83,-84.928,9,0,0,0
Waimea,HI,9904,20.01,-155.625,1,0,0,0
Peru,IL,9896,41.347,-89.134,6,0,0,1
Columbia City,IN,9892,41.163,-85.478,1,0,0,0
Berlin,MI,9890,42.02,-83.259,13,0,1,0
Washington,NC,9875,35.558,-77.054,25,1,1,0
Bristol,PA,9861,40.104,-74.853,11,0,1,0
Lowell,AR,9839,36.256,-94.153,10,0,0,0
Jennings,LA,9837,30.223,-92.658,4,0,0,0
Winfield,IL,9835,41.877,-88.151,9,0,0,0
Independence,OR,9828,44.858,-123.198,12,0,0,0
Conway,NH,9822,44.02,-71.075,8,0,0,0
Greencastle,IN,9820,39.642,-86.846,2,0,0,0
Thomaston,GA,9816,32.892,-84.327,4,0,0,0
Jesup,GA,9809,31.6,-81.889,1,0,0,0
Morrisville,PA,9809,40.208,-74.78,4,0,0,0
Wendell,NC,9793,35.771,-78.416,3,0,0,0
Brownsville,TN,9788,35.588,-89.257,6,0,0,0
Elgin,TX,9784,30.353,-97.389,11,0,1,0
Middleton,MA,9779,42.607,-71.017,4,0,0,0
Heath,TX,9769,32.845,-96.478,3,0,0,0
Keansburg,NJ,9755,40.448,-74.146,1,0,0,0
Burlington,NJ,9743,40.078,-74.853,18,0,1,0
Woodbury,CT,9723,41.559,-73.212,8,0,0,0
Sunbury,PA,9719,40.861,-76.787,1,0,2,0
Lisbon,ME,9711,44.033,-70.108,7,0,1,0
Middletown,KY,9706,38.24,-85.522,13,0,0,0
Silver City,NM,9704,32.77,-108.28,2,0,0,0
Hamburg,NY,9696,42.723,-78.835,7,0,1,0
Hampton,MI,9695,43.607,-83.796,13,0,0,0
Bastrop,LA,9691,32.775,-91.906,1,0,0,0
Marathon,FL,9689,24.732,-81.024,2,0,0,0
Bastrop,TX,9688,30.111,-97.316,1,0,0,0
Roanoke,TX,9665,33.01,-97.229,4,0,0,0
Hillsborough,NC,9660,36.078,-79.098,17,0,0,0
Bluefield,WV,9658,37.269,-81.222,1,0,0,0
Mount Airy,MD,9654,39.374,-77.153,2,0,0,0
Indianola,MS,9646,33.449,-90.644,4,0,0,0
Jamestown,MI,9630,42.811,-85.826,14,0,1,0
Oil City,PA,9613,41.429,-79.708,1,0,0,0
Cambridge,MN,9611,45.561,-93.228,14,0,3,0
Girard,OH,9603,41.168,-80.696,4,0,0,0
Parsons,KS,9600,37.334,-95.265,2,0,0,0
Fredonia,NY,9585,42.441,-79.332,8,0,1,0
LaSalle,IL,9582,41.357,-89.064,2,0,1,0
Oakwood,OH,9572,39.72,-84.173,7,0,0,0
Cusseta,GA,9565,32.347,-84.788,1,0,0,0
Matawan,NJ,9565,40.411,-74.237,1,0,0,0
Grinnell,IA,9564,41.738,-92.725,1,0,0,0
Topsham,ME,9560,43.959,-69.967,1,0,0,0
Pleasant Grove,AL,9544,33.494,-86.978,1,0,0,0
Itasca,IL,9543,41.977,-88.019,1,0,0,0
Middletown,PA,9533,40.201,-76.729,13,0,0,0
Louisville,OH,9521,40.837,-81.265,9,0,0,0
Burlington,CT,9519,41.76,-72.962,18,0,1,0
Greenwood,AR,9516,35.211,-94.238,12,0,0,0
Hartland,WI,9501,43.102,-88.336,4,0,0,0
Alma,MI,9488,43.38,-84.656,9,0,1,0
Madeira,OH,9487,39.185,-84.373,0,0,1,0
Harvard,IL,9469,42.431,-88.618,2,0,0,0
Rochelle,IL,9446,41.92,-89.064,1,0,0,0
Newmarket,NH,9430,43.07,-70.937,5,0,2,0
Southside,AL,9426,33.891,-86.018,1,0,0,0
Berlin,NH,9425,44.471,-71.18,13,0,1,0
Middleton,ID,9425,43.713,-116.615,4,0,0,0
Chesterfield,NJ,9422,40.118,-74.646,6,0,1,0
Eunice,LA,9422,30.49,-92.419,1,0,0,0
Fairfield,IA,9416,41.007,-91.967,17,0,0,0
Mooresville,IN,9411,39.604,-86.367,3,0,0,0
Warren,PA,9404,41.843,-79.144,13,0,0,0
Sheffield,AL,9403,34.755,-87.701,5,0,1,0
Prospect,CT,9401,41.499,-72.977,4,0,0,0
Mound,MN,9398,44.932,-93.658,1,0,0,0
Florence,OR,9396,43.992,-124.106,12,0,1,0
Manhattan,IL,9385,41.42,-87.981,2,0,0,0
Portland,CT,9384,41.6,-72.584,9,0,1,0
Woodway,TX,9383,31.498,-97.231,1,0,0,0
Clarksville,AR,9381,35.454,-93.482,10,0,0,0
Winchester,TN,9375,35.191,-86.108,13,0,1,0
Plymouth,MI,9370,42.371,-83.468,17,0,1,0
Fairview,TN,9357,35.982,-87.127,16,0,0,0
Sutton,MA,9357,42.134,-71.747,4,0,0,0
Merrill,WI,9347,45.181,-89.703,4,0,0,0
Monroe,NY,9343,41.32,-74.183,21,0,1,0
Riverdale,UT,9343,41.174,-112.002,6,0,0,0
Angola,IN,9340,41.643,-85.002,1,0,0,1
Bridgeport,WV,9336,39.309,-80.232,10,0,0,0
Laurens,SC,9335,34.501,-82.023,2,0,0,0
Barrington,NH,9326,43.214,-71.042,3,0,1,0
Mechanicsburg,PA,9311,40.211,-77.006,2,0,0,0
Charlotte,MI,9299,42.566,-84.832,6,0,0,0
Riverside,IL,9298,41.831,-87.816,11,0,0,0
Salem,UT,9298,40.054,-111.672,17,0,1,0
Richmond Heights,MO,9286,38.631,-90.333,1,0,0,0
Washington,NJ,9285,40.989,-74.064,25,1,1,0
Shelby,OH,9282,40.885,-82.658,7,0,0,0
Sugar Grove,IL,9278,41.768,-88.451,2,0,0,0
Mount Pleasant,IA,9274,40.962,-91.547,10,0,0,0
St Anthony,MN,9257,45.027,-93.216,3,0,0,0
Augusta,KS,9256,37.698,-96.973,9,0,2,0
Rockingham,NC,9243,34.939,-79.76,1,0,0,0
Salisbury,MA,9236,42.842,-70.866,7,0,1,0
Willowbrook,IL,9236,41.762,-87.946,1,0,0,0
Southwick,MA,9232,42.057,-72.785,0,0,2,0
Oronoko,MI,9226,41.943,-86.409,1,0,0,0
Putnam,CT,9224,41.906,-71.9,2,0,0,0
Chatham,NJ,9212,40.741,-74.384,8,0,2,0
Rensselaer,NY,9210,42.646,-73.733,2,0,0,0
Blackstone,MA,9208,42.04,-71.531,1,0,0,0
Freetown,MA,9206,41.757,-70.979,0,0,1,0
Bedford,MI,9198,42.388,-85.22,9,0,1,0
Thompson,CT,9189,41.978,-71.875,3,0,1,0
Clinton,MO,9174,38.371,-93.768,24,0,0,0
St Francis,WI,9161,42.972,-87.873,5,0,0,0
Elsmere,KY,9159,38.994,-84.602,1,0,0,0
Burlington,WA,9152,48.466,-122.329,18,0,1,0
Middlebury,VT,9152,44.004,-73.122,2,0,0,0
Little Falls,MN,9140,45.982,-94.36,2,0,0,0
Toccoa,GA,9133,34.581,-83.326,1,0,1,0
Townsend,MA,9127,42.665,-71.703,3,0,0,0
Booneville,MS,9126,34.664,-88.568,2,0,0,0
Waterford,CA,9120,37.643,-120.754,8,0,2,0
Lynwood,IL,9116,41.522,-87.548,2,0,0,0
York,MI,9108,42.127,-83.727,6,0,1,0
Chillicothe,MO,9107,39.795,-93.549,4,0,0,0
Live Oak,CA,9106,39.274,-121.665,2,0,0,0
Economy,PA,9098,40.643,-80.186,1,0,0,0
Hebron,CT,9098,41.651,-72.378,9,0,0,0
Commerce,TX,9090,33.241,-95.9,5,0,0,0
Hooper,UT,9087,41.164,-112.345,2,0,0,0
Woodbridge,CT,9087,41.355,-73.012,1,0,0,0
Springfield,VT,9062,43.288,-72.488,21,0,1,0
Craig,CO,9060,40.517,-107.556,4,0,0,0
Tuscumbia,AL,9054,34.719,-87.703,1,0,0,0
Rutland,MA,9049,42.386,-71.972,7,0,0,0
Lake Park,FL,9047,26.8,-80.069,4,0,0,0
Davenport,FL,9043,28.161,-81.611,5,0,0,0
Rice Lake,WI,9040,45.482,-91.746,1,0,0,0
Delta,CO,9035,38.76,-108.078,7,0,1,0
Caldwell,NJ,9027,40.839,-74.277,5,0,0,0
Newark,NY,9017,43.042,-77.094,9,0,0,0
Winslow,AZ,9005,35.025,-110.709,6,0,0,0
Hampstead,NH,8998,42.879,-71.175,1,0,1,0
Cloverdale,CA,8996,38.798,-123.017,2,0,0,0
McFarland,WI,8991,43.02,-89.292,2,0,0,0
Yarmouth,ME,8990,43.807,-70.181,1,0,1,0
Ladue,MO,8989,38.638,-90.381,1,0,0,0
Pulaski,VA,8985,37.053,-80.762,6,0,0,0
Douglas,MA,8983,42.049,-71.737,8,0,2,0
Highland Park,MI,8977,42.404,-83.102,4,0,0,0
Hope,AR,8952,33.668,-93.591,7,0,1,0
Saline,MI,8948,42.174,-83.777,1,0,0,0
Locust Grove,GA,8947,33.343,-84.104,1,0,0,0
Brownfield,TX,8936,33.176,-102.273,1,0,0,0
Oakland,TN,8936,35.225,-89.538,15,0,0,0
Plymouth,WI,8932,43.745,-87.965,17,0,1,0
Oak Grove,MN,8929,45.342,-93.322,8,0,0,0
Monmouth,IL,8902,40.914,-90.641,3,0,0,0
Mansfield,NJ,8897,40.085,-74.715,12,0,1,0
Brooksville,FL,8890,28.513,-82.406,4,0,0,0
Park Ridge,NJ,8883,41.036,-74.044,2,0,0,0
Blanchard,OK,8879,35.155,-97.657,2,0,0,0
Maysville,KY,8873,38.655,-83.793,5,0,0,0
Highland Park,TX,8864,32.831,-96.801,4,0,0,0
Napoleon,OH,8862,41.398,-84.125,3,0,0,0
Savoy,IL,8857,40.06,-88.255,2,0,0,0
Seneca,SC,8850,34.681,-82.966,5,0,0,0
Glencoe,IL,8849,42.134,-87.763,4,0,1,0
Sanger,TX,8839,33.383,-97.165,1,0,0,0
Ocean,NJ,8835,39.793,-74.297,1,0,0,0
Carbondale,PA,8828,41.571,-75.505,3,0,0,0
Coffeyville,KS,8826,37.041,-95.63,2,0,0,0
Greenville,MI,8816,43.18,-85.254,16,0,1,0
Boonton,NJ,8815,40.904,-74.406,1,0,0,0
Clayton,NJ,8807,39.664,-75.078,19,0,0,0
Andalusia,AL,8805,31.309,-86.478,1,0,0,0
Tallmadge,MI,8802,42.989,-85.831,2,0,0,0
Rock Falls,IL,8789,41.773,-89.691,1,0,0,0
Bogota,NJ,8778,40.874,-74.03,0,0,1,0
Dayton,TX,8777,30.037,-94.899,14,0,0,0
Pleasant Hill,MO,8777,38.806,-94.272,6,0,0,0
Bath,ME,8766,43.911,-69.816,7,0,1,0
Redding,CT,8765,41.303,-73.397,8,0,1,0
Wyoming,OH,8756,39.229,-84.481,7,1,0,0
Windsor,WI,8754,43.253,-89.319,16,0,3,0
Franklin,NH,8741,43.448,-71.668,32,0,0,0
Freeport,ME,8737,43.878,-70.098,8,0,0,0
Graham,TX,8732,33.101,-98.578,3,0,0,0
Bryan,OH,8729,41.471,-84.549,1,0,1,0
Highland Heights,OH,8719,41.552,-81.469,1,0,0,0
Audubon,NJ,8707,39.89,-75.072,2,0,0,0
Socorro,NM,8707,34.055,-106.906,1,0,4,0
Olney,IL,8701,38.729,-88.084,1,0,0,0
Milton,WA,8697,47.252,-122.313,15,0,2,0
Anthony,NM,8693,32.013,-106.605,2,0,0,0
Tecumseh,MI,8680,42.006,-83.944,2,0,1,0
Lamesa,TX,8674,32.733,-101.955,1,0,0,0
Covington,TN,8663,35.565,-89.648,9,0,0,0
Glenwood,IL,8662,41.541,-87.611,8,0,0,0
Gonzales,CA,8647,36.506,-121.443,2,0,0,0
Sandpoint,ID,8639,48.281,-116.56,1,0,0,0
Oxford,NC,8628,36.316,-78.586,20,0,1,0
Wharton,TX,8627,29.314,-96.104,2,0,0,0
Monona,WI,8624,43.054,-89.334,1,0,0,0
Hillview,KY,8622,38.035,-85.67,1,0,0,0
Baxter,MN,8612,46.337,-94.283,2,0,0,0
Park Hills,MO,8587,37.822,-90.511,1,0,0,0
Montague,MA,8580,42.547,-72.519,3,0,1,0
Lewistown,PA,8579,40.597,-77.572,3,0,0,0
Oberlin,OH,8555,41.286,-82.219,2,0,0,0
Perryville,MO,8555,37.725,-89.876,3,0,0,0
Independence,KS,8548,37.233,-95.714,12,0,0,0
Taft,CA,8546,35.127,-119.424,2,0,2,0
Smithfield,VA,8533,36.972,-76.613,9,0,0,0
Clinton,OK,8521,35.506,-98.974,24,0,0,0
Aberdeen,NC,8516,35.134,-79.431,7,0,1,0
Cameron,MO,8513,39.748,-94.237,6,0,0,0
Delavan,WI,8505,42.629,-88.632,2,0,0,0
York,SC,8503,34.996,-81.236,6,0,1,0
Barre,VT,8491,44.201,-72.506,4,0,2,0
Menominee,MI,8488,45.122,-87.624,1,0,0,0
Litchfield,NH,8478,42.839,-71.456,6,0,0,0
Ephrata,WA,8477,47.313,-119.535,1,0,0,0
Cumberland,ME,8473,43.809,-70.286,7,0,0,0
Georgetown,MA,8470,42.724,-70.977,17,0,5,0
Farmingdale,NY,8466,40.733,-73.446,2,0,0,0
Crete,IL,8465,41.441,-87.624,1,0,0,0
Lancaster,SC,8460,34.724,-80.779,12,0,1,0
Haddam,CT,8452,41.466,-72.548,1,0,0,0
Orrville,OH,8452,40.849,-81.777,1,0,0,0
Brooklyn,CT,8450,41.788,-71.95,6,0,0,0
Monticello,AR,8442,33.625,-91.794,13,0,0,0
Lancaster,MA,8441,42.486,-71.682,12,0,1,0
Madison,MI,8439,41.85,-84.077,23,0,0,0
Edgewood,KY,8435,39.009,-84.56,8,0,0,0
Northfield,NJ,8434,39.371,-74.555,8,0,0,0
Warrenton,MO,8429,38.819,-91.135,4,0,0,0
Kenilworth,NJ,8427,40.677,-74.289,1,0,0,0
Virginia,MN,8421,47.514,-92.519,2,1,1,0
Jefferson City,TN,8419,36.12,-83.483,1,0,0,0
Flushing,MI,8411,43.063,-83.843,2,0,0,0
Elwood,IN,8410,40.275,-85.837,4,0,0,0
Georgetown,SC,8403,33.372,-79.281,17,0,5,0
Somers,WI,8402,42.639,-87.91,2,0,0,0
Seabrook,NH,8401,42.883,-70.852,1,0,0,0
Ellsworth,ME,8399,44.543,-68.42,8,0,0,0
Hopkinton,RI,8398,41.483,-71.756,3,0,0,0
Pulaski,TN,8397,35.193,-87.035,6,0,0,0
St Marys,OH,8397,40.548,-84.394,6,0,1,0
Park City,UT,8396,40.645,-111.505,3,0,0,0
Houghton,MI,8386,47.11,-88.569,2,0,0,0
Clinton,NC,8383,35,-78.332,24,0,0,0
Cohasset,MA,8381,42.235,-70.818,1,0,0,0
Abingdon,VA,8376,36.709,-81.971,1,0,1,0
Buxton,ME,8376,43.652,-70.538,1,0,0,0
Eaton,OH,8375,39.75,-84.634,4,0,0,0
Newton,NJ,8374,41.053,-74.755,11,0,0,0
Denison,IA,8373,42.016,-95.352,4,0,0,0
Hampton,GA,8368,33.386,-84.294,13,0,0,0
Long Grove,IL,8366,42.195,-88.01,1,0,0,0
Hollis,NH,8342,42.749,-71.589,2,0,0,0
Park City,KS,8333,37.807,-97.325,3,0,0,0
Trinidad,CO,8329,37.174,-104.491,2,0,4,0
Cushing,OK,8327,35.979,-96.76,4,0,0,0
Hillside,IL,8320,41.867,-87.902,1,0,0,0
Orono,MN,8315,44.961,-93.588,1,0,0,0
Wynne,AR,8314,35.233,-90.789,1,0,0,0
Potsdam,NY,8312,44.669,-74.986,1,0,1,0
Bellevue,PA,8311,40.494,-80.055,10,0,0,0
Princeton,IN,8301,38.355,-87.578,13,0,0,0
Brookhaven,PA,8300,39.871,-75.391,2,0,0,0
Doylestown,PA,8300,40.314,-75.128,2,0,0,0
Orland,CA,8298,39.746,-122.185,2,0,0,0
Altoona,WI,8293,44.8,-91.44,4,0,0,0
Paris,IL,8291,39.614,-87.689,7,0,1,0
Mason,MI,8283,42.581,-84.442,7,0,0,0
Liberty,TX,8279,30.049,-94.791,16,0,0,0
Gray,ME,8269,43.888,-70.349,2,0,1,0
Maplewood,MO,8269,38.612,-90.324,2,0,0,0
Stuttgart,AR,8264,34.496,-91.548,0,0,1,0
Wilson,PA,8259,40.684,-75.242,9,0,0,0
Whitehouse,TX,8257,32.223,-95.222,2,0,0,0
Bellevue,OH,8249,41.274,-82.84,10,0,0,0
Corning,CA,8244,39.928,-122.182,6,0,0,0
Pewaukee,WI,8238,43.087,-88.253,1,0,0,0
Brentwood,MO,8233,38.619,-90.348,5,0,1,0
Berkeley,MO,8228,38.743,-90.336,6,0,0,0
Centerville,GA,8228,32.633,-83.686,12,0,0,0
Hillsboro,TX,8221,32.008,-97.115,17,0,0,0
Maryville,IL,8221,38.727,-89.966,2,0,0,0
Woodstock,CT,8221,41.971,-72.023,10,0,2,0
Harrisburg,IL,8219,37.738,-88.546,7,0,0,0
Providence,UT,8218,41.703,-111.812,3,0,0,0
Westminster,MA,8213,42.542,-71.909,6,0,1,0
Nevada,MO,8212,37.845,-94.35,3,1,0,0
Johnstown,NY,8204,43.007,-74.375,4,0,0,0
Richfield,UT,8201,38.763,-112.093,6,0,0,0
Litchfield,CT,8192,41.75,-73.213,6,0,0,0
Prairie View,TX,8184,30.086,-95.991,1,0,0,0
Brazil,IN,8181,39.523,-87.125,0,0,0,1
Franklin,VA,8180,36.684,-76.941,32,0,0,0
Oak Hill,WV,8179,37.985,-81.151,5,0,0,0
Union,SC,8174,34.724,-81.625,15,0,0,0
Milan,TN,8171,35.912,-88.754,10,0,1,0
Adams,MA,8166,42.627,-73.119,7,0,0,0
Oak Grove,MO,8157,39.007,-94.128,8,0,0,0
Alliance,NE,8151,42.097,-102.871,2,0,0,0
Monson,MA,8150,42.089,-72.323,1,0,0,0
Templeton,MA,8149,42.573,-72.078,1,0,0,0
Lansing,MI,8143,42.738,-84.592,6,0,0,0
Kirby,TX,8142,29.461,-98.386,3,0,0,0
St Francis,MN,8142,45.396,-93.386,5,0,0,0
Carnegie,PA,8134,40.408,-80.086,1,0,0,0
Camp Hill,PA,8130,40.242,-76.927,1,0,0,0
Scott,LA,8119,30.24,-92.095,1,0,0,0
Dighton,MA,8101,41.838,-71.15,1,0,0,0
Grand Blanc,MI,8091,42.929,-83.617,1,0,0,0
Springfield,FL,8075,30.171,-85.612,21,0,1,0
Montpelier,VT,8074,44.26,-72.575,5,0,0,0
York,NE,8066,40.867,-97.592,6,0,1,0
Vinton,VA,8059,37.274,-79.888,4,0,0,0
Guadalupe,CA,8057,34.962,-120.573,1,0,5,0
Butler,NJ,8047,40.998,-74.349,11,0,0,0
Gypsum,CO,8040,39.638,-106.961,1,0,0,0
Livingston,MT,8040,45.661,-110.558,10,0,2,0
Hillsdale,MI,8036,41.928,-84.637,4,0,0,0
Wyoming,MN,8032,45.34,-92.968,7,1,0,0
Byram,NJ,8028,40.95,-74.72,1,0,0,0
Richmond,RI,8020,41.503,-71.652,17,0,5,0
Wahpeton,ND,8007,46.264,-96.606,1,0,0,0
Newport,AR,8005,35.627,-91.235,16,0,3,0
Riverside,NJ,8003,40.035,-74.958,11,0,0,0
Upton,MA,8000,42.17,-71.603,3,0,0,0
Broadview,IL,7998,41.858,-87.856,1,0,0,0
Charlestown,RI,7997,41.395,-71.668,4,0,0,0
Fletcher,NC,7987,35.433,-82.507,3,0,0,0
Sterling,MA,7985,42.441,-71.767,8,0,1,0
Three Rivers,MI,7973,41.945,-85.631,1,0,0,0
Quincy,FL,7970,30.579,-84.584,5,0,0,0
Boonville,MO,7964,38.956,-92.751,3,0,0,0
Port Jefferson,NY,7962,40.942,-73.053,1,0,0,0
Seaford,DE,7957,38.657,-75.613,0,0,1,0
Lexington,TN,7956,35.655,-88.411,17,0,0,0
Spring Hill,KS,7952,38.757,-94.821,5,0,0,0
Berwick,ME,7950,43.307,-70.851,2,0,0,0
Winslow,ME,7948,44.529,-69.578,6,0,0,0
Kenton,OH,7947,40.645,-83.61,2,0,0,0
Lincolnshire,IL,7940,42.197,-87.918,1,0,0,0
Oak Grove,KY,7931,36.674,-87.423,8,0,0,0
Dexter,MO,7927,36.793,-89.963,8,0,0,0
Barre,VT,7923,44.183,-72.458,4,0,2,0
Woodland Park,CO,7920,38.999,-105.059,1,0,0,0
Ashland,WI,7908,46.582,-90.871,16,0,0,0
Millersville,PA,7903,40.005,-76.352,1,0,0,0
Albertville,MN,7896,45.236,-93.663,1,0,1,0
Sunnyvale,TX,7893,32.8,-96.559,1,0,0,0
Park City,IL,7885,42.354,-87.892,3,0,0,0
Collinsville,OK,7881,36.371,-95.835,3,0,0,0
Humboldt,TN,7874,35.825,-88.904,6,0,1,0
Fairfield,NJ,7872,40.884,-74.309,17,0,0,0
Grove City,PA,7871,41.157,-80.089,2,0,0,0
Ripon,WI,7863,43.844,-88.838,1,0,0,0
St Joseph,MI,7856,42.099,-86.489,6,0,0,0
Campbell,OH,7852,41.078,-80.59,5,0,0,0
Bradford,PA,7849,41.961,-78.641,7,0,1,0
Perry,IA,7836,41.841,-94.098,13,0,0,0
Raritan,NJ,7835,40.572,-74.647,2,0,0,0
Plain City,UT,7833,41.308,-112.094,1,0,0,0
Princeton,IL,7832,41.38,-89.467,13,0,0,0
Palmyra,PA,7830,40.31,-76.594,8,0,0,0
Glen Ridge,NJ,7802,40.805,-74.205,1,0,0,0
Ripley,TN,7800,35.746,-89.534,6,0,0,0
Jefferson,WI,7793,43.004,-88.808,14,0,0,0
Blair,NE,7790,41.544,-96.136,2,0,0,0
Camden,SC,7788,34.256,-80.609,12,0,0,0
Shorewood,MN,7783,44.92,-93.566,2,0,0,0
Mansfield,NJ,7781,40.812,-74.919,12,0,1,0
Bloomingdale,NJ,7777,41.035,-74.334,5,0,0,0
Charlestown,IN,7775,38.428,-85.672,4,0,0,0
Brunswick,MD,7762,39.318,-77.625,7,0,0,0
Pikeville,KY,7754,37.48,-82.527,2,0,0,0
Halifax,MA,7749,41.988,-70.87,4,0,2,0
Big Rapids,MI,7727,43.699,-85.48,1,0,0,0
Marion,NC,7717,35.678,-82,18,0,0,0
Shelburne,VT,7717,44.396,-73.259,2,0,1,0
Wellington,KS,7715,37.283,-97.39,9,0,1,0
Chester,NJ,7713,40.754,-74.692,17,0,2,0
Fairlawn,OH,7710,41.131,-81.622,1,0,0,0
Hampden,ME,7709,44.73,-68.897,2,0,0,0
Stanwood,WA,7705,48.245,-122.342,2,0,0,0
Albion,MI,7700,42.248,-84.759,10,0,0,0
Gilford,NH,7699,43.55,-71.383,4,0,0,0
St Johns,MI,7698,43.001,-84.556,2,0,1,0
Clear Lake,IA,7687,43.135,-93.374,6,0,0,0
Lamar,CO,7687,38.08,-102.618,5,0,0,0
Severance,CO,7683,40.539,-104.87,1,0,0,0
Buena Vista,MI,7664,43.438,-83.86,4,0,6,0
Tyrone,GA,7658,33.476,-84.595,2,0,0,0
Emmett,ID,7647,43.868,-116.489,5,0,0,0
Seward,NE,7643,40.909,-97.096,3,0,0,0
