id,name,state,country,level,population,latitude,longitude,wiki
6641,Emerson,NJ,,city-us,7244,40.98,-74.03,17089
6636,Emerson,GA,,city-us,1446,34.13,-84.76,2907
6638,Emerson,MI,,city-us,848,43.34,-84.54,2175
6639,Emerson,NE,,city-us,824,42.28,-96.73,3680
6640,Emerson,NE,,city-us,480,42.33,-96.75,198
6637,Emerson,IA,,city-us,401,41.02,-95.40,2915
6635,Emerson,AR,,city-us,290,33.10,-93.19,3210
6642,Emerson,SD,,city-us,37,45.20,-99.01,0
6643,Emerson,KY,,city-us,0,38.35,-83.25,257
6644,Emerson,MO,,city-us,0,39.89,-91.70,647
6645,Emerson,OH,,city-us,0,40.18,-80.82,689
6646,Emerson,WV,,city-us,0,37.94,-81.50,74
