id,name,state,county,country,level,population,latitude,longitude,wiki
18640,Hammond,IN,Lake County,,city-us,76984,41.583,-87.500,18144
18647,Hammond,LA,Tangipahoa Parish,,city-us,19976,30.504,-90.461,13476
18639,Hammond,OR,Clatsop County,,city-us,6277,46.165,-123.924,7609
18645,Hammond,WI,St. Croix County,,city-us,2644,44.997,-92.445,3401
18642,Hammond,IL,Piatt County,,city-us,512,39.797,-88.592,1969
18646,Hammond,NY,St. Lawrence County,,city-us,287,44.449,-75.694,10428
18648,Hammond,MN,Wabasha County,,city-us,132,44.222,-92.374,3136
18636,Hammond,ME,Aroostook County,,city-us,94,46.227,-67.975,2802
18643,Hammond,MN,Polk County,,city-us,42,47.630,-96.643,1666
18637,Hammond,KS,Bourbon County,,city-us,0,37.936,-94.695,374
18638,Hammond,MT,Carter County,,city-us,0,45.226,-104.918,871
18641,Hammond,MO,Ozark County,,city-us,0,36.676,-92.644,874
18644,Hammond,TX,Robertson County,,city-us,0,31.095,-96.714,551
