id,name,state,county,country,level,population,latitude,longitude,wiki
5698,Bruce,IL,LaSalle County,,city-us,11817,41.169,-88.846,355
5699,Bruce,MI,Macomb County,,city-us,9574,42.845,-83.039,198
5697,Bruce,MI,Chippewa County,,city-us,2026,46.310,-84.319,198
5695,Bruce,MS,Calhoun County,,city-us,1649,33.992,-89.349,3691
5702,Bruce,WI,Rusk County,,city-us,769,45.457,-91.273,3506
5703,Bruce,MN,Todd County,,city-us,477,45.988,-94.721,1918
5694,Bruce,SD,Brookings County,,city-us,211,44.438,-96.890,4252
5696,Bruce,ND,Cavalier County,,city-us,26,48.769,-98.918,0
5700,Bruce,IL,Moultrie County,,city-us,0,39.519,-88.594,180
5701,Bruce,WV,Nicholas County,,city-us,0,38.163,-80.777,239
