id,name,state,country,level,population,latitude,longitude,wiki
5371,Waverly,MI,,city-us,23812,42.74,-84.62,2443
5365,Waverly,IA,,city-us,10398,42.73,-92.48,11994
5376,Waverly,NE,,city-us,4385,40.92,-96.53,3857
5383,Waverly,TN,,city-us,4296,36.08,-87.79,5406
5378,Waverly,NY,,city-us,4288,42.01,-76.53,18725
5379,Waverly,OH,,city-us,4146,39.13,-82.99,12864
5372,Waverly,MI,,city-us,2493,42.29,-85.94,226
5374,Waverly,MN,,city-us,2006,45.07,-93.97,8555
5384,Waverly,VA,,city-us,1875,37.04,-77.10,5434
5366,Waverly,IL,,city-us,1149,39.59,-89.95,1401
5377,Waverly,NY,,city-us,923,44.53,-74.55,2745
5375,Waverly,MO,,city-us,778,39.21,-93.52,3987
5386,Waverly,WV,,city-us,723,39.34,-81.38,1745
5380,Waverly,PA,,city-us,604,41.53,-75.71,5942
5368,Waverly,KS,,city-us,574,38.39,-95.60,3652
5370,Waverly,MI,,city-us,372,45.43,-84.34,226
5369,Waverly,KY,,city-us,289,37.71,-87.81,1863
5364,Waverly,GA,,city-us,281,31.09,-81.73,531
5373,Waverly,MN,,city-us,196,43.81,-94.56,1846
5363,Waverly,FL,,city-us,158,27.98,-81.61,1939
5362,Waverly,AL,,city-us,152,32.73,-85.57,4413
5385,Waverly,WA,,city-us,121,47.34,-117.23,4254
5382,Waverly,SD,,city-us,71,45.70,-97.64,528
5381,Waverly,SD,,city-us,52,45.00,-96.97,528
5367,Waverly,IN,,city-us,0,39.56,-86.27,1000
5387,Waverly,CO,,city-us,0,40.74,-105.08,3473
5388,Waverly,LA,,city-us,0,32.45,-91.41,93
5389,Waverly,MS,,city-us,0,33.57,-88.50,447
5390,Waverly,VA,,city-us,0,38.16,-77.18,91
5391,Waverly,WI,,city-us,0,44.73,-92.26,233
