id,name,state,county,country,level,population,latitude,longitude,wiki
20009,Rome,,,Italy,city-international,2872800,41.893,12.483,95406
19999,Rome,GA,Floyd County,,city-us,37746,34.257,-85.165,31580
20004,Rome,NY,Oneida County,,city-us,31974,43.213,-75.456,19209
19996,Rome,WI,Adams County,,city-us,2720,44.221,-89.808,3000
19466,Rhome,TX,Wise County,,city-us,1737,33.053,-97.472,520
20005,Rome,IL,Peoria County,,city-us,1556,40.883,-89.503,1830
20002,Rome,ME,Kennebec County,,city-us,1155,44.571,-69.893,4463
20001,Rome,WI,Jefferson County,,city-us,645,42.980,-88.631,2329
19997,Rome,PA,Bradford County,,city-us,383,41.858,-76.341,2326
20000,Rome,IA,Henry County,,city-us,118,40.981,-91.682,3142
19995,Rome,OH,Adams County,,city-us,80,38.666,-83.378,3451
19998,Rome,MO,Douglas County,,city-us,0,36.842,-92.773,1084
20003,Rome,OR,Malheur County,,city-us,0,42.839,-117.628,1525
20006,Rome,IN,Perry County,,city-us,0,37.923,-86.524,1363
20007,Rome,KS,Sumner County,,city-us,0,37.160,-97.391,523
20008,Rome,MS,Sunflower County,,city-us,0,33.963,-90.478,1305
