id,name,state,country,level,population,latitude,longitude,wiki
20213,Reynolds,MI,,city-us,5736,43.42,-85.53,2123
20209,Reynolds,GA,,city-us,935,32.56,-84.10,2763
20214,Reynolds,MN,,city-us,738,45.98,-94.96,1872
20212,Reynolds,IN,,city-us,526,40.75,-86.87,4078
20211,Reynolds,IL,,city-us,490,41.33,-90.67,1787
20215,Reynolds,ND,,city-us,277,47.67,-97.11,3489
20210,Reynolds,IL,,city-us,270,41.84,-89.11,444
20216,Reynolds,NE,,city-us,58,40.06,-97.34,3148
20217,Reynolds,ID,,city-us,0,43.20,-116.74,224
20218,Reynolds,MO,,city-us,0,37.64,-93.16,484
20219,Reynolds,MO,,city-us,0,37.40,-91.07,387
