id,name,state,country,level,population,latitude,longitude,wiki
21917,Harper,KS,,city-us,1273,37.29,-98.03,4096
21921,Harper,TX,,city-us,1192,30.30,-99.24,3374
21918,Harper,KS,,city-us,142,38.48,-97.76,122
21916,Harper,IA,,city-us,119,41.36,-92.05,3301
21920,Harper,OR,,city-us,113,43.86,-117.61,507
21919,Harper,ND,,city-us,0,46.41,-103.61,0
21922,Harper,IL,,city-us,0,42.14,-89.65,80
21923,Harper,IN,,city-us,0,39.14,-85.59,239
21924,Harper,KY,,city-us,0,37.80,-83.20,177
21925,Harper,MO,,city-us,0,38.06,-93.52,363
21926,Harper,OH,,city-us,0,40.43,-83.71,262
21927,Harper,OH,,city-us,0,39.36,-83.26,315
21928,Harper,WA,,city-us,0,47.52,-122.52,262
21929,Harper,WV,,city-us,0,38.52,-79.47,164
21930,Harper,WV,,city-us,0,37.80,-81.26,89
21931,Harper,WY,,city-us,0,41.71,-105.89,416
