id,name,state,country,level,population,latitude,longitude,wiki
8585,Prescott,AZ,,city-us,46833,34.54,-112.47,28177
8593,Prescott,WI,,city-us,4346,44.75,-92.80,6158
8584,Prescott,AR,,city-us,3017,33.80,-93.38,11009
8592,Prescott,WA,,city-us,377,46.30,-118.31,3155
8588,Prescott,MI,,city-us,223,44.19,-83.93,2884
8587,Prescott,KS,,city-us,207,38.06,-94.70,3373
8586,Prescott,IA,,city-us,189,41.02,-94.61,2977
8589,Prescott,MN,,city-us,187,43.72,-94.07,1865
8591,Prescott,OR,,city-us,80,46.05,-122.89,3506
8590,Prescott,ND,,city-us,32,48.49,-101.11,0
8594,Prescott,AL,,city-us,0,33.57,-86.45,153
8595,Prescott,IN,,city-us,0,39.48,-85.71,345
8596,Prescott,MO,,city-us,0,37.44,-91.92,464
