id,name,state,county,country,level,population,latitude,longitude,wiki
30667,New Haven,CT,New Haven County,,city-us,135081,41.311,-72.925,76532
30653,New Haven,IN,Allen County,,city-us,15732,41.071,-85.014,7104
30661,New Haven,MI,Macomb County,,city-us,6405,42.729,-82.801,6923
30666,New Haven,NY,Oswego County,,city-us,2944,43.472,-76.318,3063
30655,New Haven,MO,Franklin County,,city-us,2366,38.608,-91.219,4410
30652,New Haven,VT,Addison County,,city-us,1691,44.105,-73.166,3513
30662,New Haven,WV,Mason County,,city-us,1462,38.986,-81.973,3347
30650,New Haven,MI,Shiawassee County,,city-us,1329,43.090,-84.119,2465
30664,New Haven,KY,Nelson County,,city-us,804,37.658,-85.591,2278
30651,New Haven,WI,Adams County,,city-us,689,43.689,-89.650,2186
30654,New Haven,WI,Dunn County,,city-us,675,45.166,-92.095,2091
30660,New Haven,OH,Huron County,,city-us,458,41.032,-82.682,1607
30657,New Haven,IL,Gallatin County,,city-us,396,37.898,-88.127,2976
30659,New Haven,OH,Hamilton County,,city-us,288,39.276,-84.741,689
