id,name,state,country,level,population,latitude,longitude,wiki
12633,Ivanhoe,CA,,city-us,4347,36.39,-119.22,3855
12638,Ivanhoe,TX,,city-us,1372,30.68,-94.41,1232
12643,Ivanhoe,MI,,city-us,736,43.72,-83.07,2159
12639,Ivanhoe,VA,,city-us,662,36.84,-80.97,741
12635,Ivanhoe,MN,,city-us,546,44.46,-96.25,3503
12634,Ivanhoe,KS,,city-us,500,37.80,-100.91,289
12636,Ivanhoe,NC,,city-us,435,34.61,-78.24,2108
12637,Ivanhoe,ND,,city-us,18,48.59,-101.78,0
12640,Ivanhoe,GA,,city-us,0,32.28,-81.48,259
12641,Ivanhoe,IL,,city-us,0,42.28,-88.04,424
12642,Ivanhoe,IA,,city-us,0,41.88,-91.46,890
12644,Ivanhoe,TX,,city-us,0,33.71,-96.14,354
