id,name,state,country,level,population,latitude,longitude,wiki
23113,Sheldon,MI,,city-us,98659,42.31,-83.48,10288
23101,Sheldon,IA,,city-us,5428,43.18,-95.84,6287
23107,Sheldon,NY,,city-us,2384,42.75,-78.38,3762
23109,Sheldon,TX,,city-us,2361,29.86,-95.13,6561
23110,Sheldon,VT,,city-us,2144,44.90,-72.92,2962
23102,Sheldon,IL,,city-us,960,40.77,-87.56,2118
23111,Sheldon,WI,,city-us,645,43.77,-90.62,1886
23108,Sheldon,SC,,city-us,579,32.60,-80.79,828
23104,Sheldon,MO,,city-us,433,37.66,-94.29,3595
23112,Sheldon,WI,,city-us,260,45.31,-90.96,7023
23106,Sheldon,ND,,city-us,98,46.59,-97.49,3178
23105,Sheldon,ND,,city-us,21,47.71,-98.96,3178
23103,Sheldon,MN,,city-us,0,43.68,-91.59,271
