id,name,state,country,level,population,latitude,longitude,wiki
17840,Dundee,,United Kingdom,city-international,148280,56.46,-2.97,56051
17824,Dundee,IL,,city-us,64329,42.11,-88.30,1743
17825,Dundee,MI,,city-us,8424,41.96,-83.68,2571
17822,Dundee,FL,,city-us,5616,28.02,-81.62,2835
17831,Dundee,OR,,city-us,3238,45.28,-123.01,4064
17829,Dundee,NY,,city-us,1701,42.52,-76.98,3385
17830,Dundee,OH,,city-us,544,40.59,-81.61,310
17823,Dundee,IA,,city-us,195,42.58,-91.55,2827
17828,Dundee,ND,,city-us,100,48.50,-97.73,153
17827,Dundee,MS,,city-us,73,34.52,-90.46,1623
17826,Dundee,MN,,city-us,72,43.85,-95.47,5047
17832,Dundee,AL,,city-us,0,31.12,-85.67,527
17833,Dundee,IN,,city-us,0,40.27,-85.76,366
17834,Dundee,KS,,city-us,0,38.31,-98.89,344
17835,Dundee,KY,,city-us,0,37.56,-86.77,382
17836,Dundee,MO,,city-us,0,38.59,-91.12,452
17837,Dundee,OK,,city-us,0,34.23,-97.55,181
17838,Dundee,VA,,city-us,0,36.59,-79.38,94
17839,Dundee,WI,,city-us,0,43.66,-88.16,913
