id,name,state,country,level,population,latitude,longitude,wiki
27151,Morton,IL,,city-us,17768,40.62,-89.44,456
27155,Morton,MI,,city-us,4338,43.60,-85.26,2455
27157,Morton,MS,,city-us,3615,32.35,-89.65,2576
27154,Morton,KS,,city-us,2786,37.61,-97.75,141
27161,Morton,PA,,city-us,2752,39.91,-75.32,4274
27163,Morton,TX,,city-us,1668,33.73,-102.76,5369
27164,Morton,WA,,city-us,1061,46.56,-122.28,3494
27152,Morton,KS,,city-us,408,39.00,-97.87,0
27156,Morton,MN,,city-us,406,44.55,-94.98,3509
27160,Morton,NE,,city-us,163,42.57,-97.66,184
27159,Morton,NE,,city-us,94,42.94,-98.60,184
27162,Morton,SD,,city-us,74,45.28,-97.44,0
27158,Morton,ND,,city-us,73,46.67,-100.38,0
27153,Morton,KS,,city-us,45,38.22,-99.30,0
27165,Morton,IN,,city-us,0,39.76,-86.94,414
27166,Morton,MO,,city-us,0,39.32,-93.86,513
27167,Morton,WY,,city-us,0,43.20,-108.77,180
