id,name,state,county,country,level,population,latitude,longitude,wiki
11247,Decatur,IL,Macon County,,city-us,69646,39.840,-88.955,30706
11246,Decatur,AL,Limestone County,,city-us,57804,34.573,-86.990,30748
11244,Decatur,GA,DeKalb County,,city-us,24569,33.775,-84.296,17649
11240,Decatur,IN,Adams County,,city-us,9918,40.831,-84.929,6306
11252,Decatur,TX,Wise County,,city-us,6875,33.234,-97.586,7906
11241,Decatur,AR,Benton County,,city-us,1755,36.336,-94.461,2797
11245,Decatur,WI,Green County,,city-us,1696,42.644,-89.428,1923
11249,Decatur,MS,Newton County,,city-us,1689,32.439,-89.108,2322
11248,Decatur,TN,Meigs County,,city-us,1615,35.515,-84.790,3212
11243,Decatur,NE,Burt County,,city-us,408,42.007,-96.250,4806
11250,Decatur,NY,Otsego County,,city-us,374,42.657,-74.706,3831
