id,name,state,county,country,level,population,latitude,longitude,wiki
23241,Troy,MI,Oakland County,,city-us,86836,42.606,-83.150,18253
23247,Troy,NY,Rensselaer County,,city-us,50394,42.728,-73.692,37521
23239,Troy,OH,Miami County,,city-us,26432,40.039,-84.203,8491
23245,Troy,AL,Pike County,,city-us,17609,31.809,-85.970,27865
23236,Troy,MO,Lincoln County,,city-us,13358,38.979,-90.981,5642
23238,Troy,IL,Madison County,,city-us,11175,38.729,-89.883,3575
23249,Troy,WI,St. Croix County,,city-us,5551,44.905,-92.682,2334
23233,Troy,VA,Fluvanna County,,city-us,3954,37.951,-78.246,2507
23240,Troy,NC,Montgomery County,,city-us,2913,35.358,-79.894,3121
23231,Troy,TX,Bell County,,city-us,2468,31.207,-97.303,3080
23230,Troy,WI,Walworth County,,city-us,2355,42.779,-88.445,2246
23243,Troy,VT,Orleans County,,city-us,1728,44.932,-72.385,5023
23242,Troy,TN,Obion County,,city-us,1400,36.339,-89.164,2424
23250,Troy,ME,Waldo County,,city-us,1052,44.674,-69.252,3494
23229,Troy,KS,Doniphan County,,city-us,954,39.783,-95.090,4146
23232,Troy,NH,Cheshire County,,city-us,928,42.824,-72.181,5789
23235,Troy,ID,Latah County,,city-us,906,46.737,-116.770,4980
23237,Troy,MT,Lincoln County,,city-us,833,48.463,-115.890,14178
23248,Troy,WI,Sauk County,,city-us,787,43.246,-89.922,2070
23244,Troy,IN,Perry County,,city-us,356,37.995,-86.798,3386
23234,Troy,SC,Greenwood County,,city-us,87,33.988,-82.298,2054
23246,Troy,MS,Pontotoc County,,city-us,0,34.119,-88.885,862
23251,Troy,OR,Wallowa County,,city-us,0,45.947,-117.452,1390
23252,Troy,MN,Winona County,,city-us,0,43.871,-92.068,595
