id,name,state,country,level,population,latitude,longitude,wiki
19638,Hull,MA,,city-us,10144,42.34,-70.88,14624
19641,Hull,WI,,city-us,5274,44.56,-89.56,2010
19636,Hull,IA,,city-us,2417,43.19,-96.13,5581
19640,Hull,WI,,city-us,762,44.89,-90.25,1931
19639,Hull,TX,,city-us,669,30.15,-94.64,557
19637,Hull,IL,,city-us,384,39.71,-91.21,1794
19635,Hull,GA,,city-us,233,34.01,-83.29,2540
19642,Hull,FL,,city-us,0,27.12,-81.94,286
19643,Hull,ND,,city-us,0,46.03,-100.12,254
19644,Hull,WV,,city-us,0,37.49,-81.84,87
