id,name,state,country,level,population,latitude,longitude,wiki
16754,New London,CT,,city-us,27635,41.33,-72.10,23527
16764,New London,WI,,city-us,7320,44.40,-88.74,10587
16762,New London,PA,,city-us,5801,39.77,-75.88,2428
16760,New London,NH,,city-us,4325,43.42,-71.99,7380
16761,New London,OH,,city-us,3224,41.10,-82.39,1609
16757,New London,MN,,city-us,2953,45.28,-94.95,2055
16755,New London,IA,,city-us,1940,40.93,-91.40,3482
16763,New London,TX,,city-us,958,32.24,-94.94,3113
16758,New London,MO,,city-us,950,39.59,-91.40,4277
16759,New London,NC,,city-us,616,35.44,-80.22,4800
16756,New London,IN,,city-us,0,40.44,-86.27,834
16765,New London,AL,,city-us,0,33.48,-86.36,1093
16766,New London,MD,,city-us,0,39.42,-77.25,174
16767,New London,VA,,city-us,0,37.30,-79.28,18273
16768,New London,VA,,city-us,0,38.14,-77.32,178
