id,name,state,county,country,level,population,latitude,longitude,wiki
29645,Moscow,,,Russia,city-international,17693000,55.756,37.618,100944
29638,Moscow,ID,Latah County,,city-us,25850,46.732,-117.000,26866
29635,Moscow,PA,Lackawanna County,,city-us,2047,41.337,-75.519,3266
29631,Moscow,MI,Hillsdale County,,city-us,1467,42.031,-84.526,2918
29632,Moscow,WI,Iowa County,,city-us,594,42.833,-89.855,2102
29627,Moscow,TN,Fayette County,,city-us,561,35.062,-89.404,3485
29643,Moscow,ME,Somerset County,,city-us,475,45.136,-69.876,3761
29623,Moscow,MD,Allegany County,,city-us,302,39.544,-79.005,309
29640,Moscow,IA,Muscatine County,,city-us,290,41.575,-91.083,980
29644,Moscow,KS,Stevens County,,city-us,274,37.324,-101.206,5370
29641,Moscow,TX,Polk County,,city-us,170,30.913,-94.825,2421
29626,Moscow,OH,Clermont County,,city-us,157,38.857,-84.229,3762
29625,Moscow,ND,Cavalier County,,city-us,22,48.762,-98.667,0
29624,Moscow,VA,Augusta County,,city-us,0,38.317,-79.089,467
29628,Moscow,MN,Freeborn County,,city-us,0,43.707,-93.098,259
29629,Moscow,WV,Hancock County,,city-us,0,40.546,-80.632,227
29630,Moscow,KY,Hickman County,,city-us,0,36.607,-89.036,234
29633,Moscow,AR,Jefferson County,,city-us,0,34.146,-91.795,565
29634,Moscow,MS,Kemper County,,city-us,0,32.710,-88.800,306
29636,Moscow,AL,Lamar County,,city-us,0,33.870,-88.103,502
29637,Moscow,VT,Lamoille County,,city-us,0,44.441,-72.715,104
29639,Moscow,AL,Marengo County,,city-us,0,32.438,-87.996,156
29642,Moscow,IN,Rush County,,city-us,0,39.485,-85.557,552
