id,name,state,country,level,population,latitude,longitude,wiki
31434,Mentor,OH,,city-us,47221,41.67,-81.34,12666
31431,Mentor,MI,,city-us,1047,44.61,-84.02,166
31430,Mentor,MI,,city-us,860,45.33,-84.67,166
31435,Mentor,WI,,city-us,549,44.55,-90.87,1944
31429,Mentor,KY,,city-us,216,38.89,-84.25,1916
31432,Mentor,MN,,city-us,106,47.70,-96.14,2887
31428,Mentor,KS,,city-us,101,38.74,-97.60,839
31433,Mentor,ND,,city-us,26,48.95,-102.99,0
31436,Mentor,IN,,city-us,0,38.32,-86.72,428
31437,Mentor,MO,,city-us,0,37.11,-93.20,376
31438,Mentor,WA,,city-us,0,46.46,-117.47,137
31439,Mentor,WV,,city-us,0,38.86,-81.69,74
