id,name,state,county,country,level,population,latitude,longitude,wiki
5854,Buckhorn,CA,Amador County,,city-us,2522,38.452,-120.529,2302
5858,Buckhorn,PA,Columbia County,,city-us,513,41.019,-76.501,3099
5862,Buckhorn,KY,Perry County,,city-us,81,37.349,-83.476,2478
5859,Buckhorn,NM,Grant County,,city-us,72,33.037,-108.708,315
5855,Buckhorn,TX,Austin County,,city-us,0,30.039,-96.200,1214
5856,Buckhorn,MI,Berrien County,,city-us,0,42.002,-86.404,190
5857,Buckhorn,IL,Brown County,,city-us,0,39.937,-90.836,129
5860,Buckhorn,MO,Madison County,,city-us,0,37.338,-90.289,555
5861,Buckhorn,NC,Orange County,,city-us,0,36.071,-79.225,138
5863,Buckhorn,MO,Pulaski County,,city-us,0,37.783,-92.269,605
5864,Buckhorn,CA,Ventura County,,city-us,0,34.401,-118.816,1256
