id,name,state,country,level,population,latitude,longitude,wiki
17382,Milton,IL,,city-us,118756,41.86,-88.09,2851
17419,Milton,,Canada,city-international,110128,43.51,-79.88,5339
17411,Milton,MI,,city-us,43381,42.67,-82.81,6950
17380,Milton,GA,,city-us,41259,34.13,-84.30,4841
17389,Milton,MA,,city-us,28388,42.24,-71.08,23559
17379,Milton,FL,,city-us,10498,30.63,-87.04,6610
17405,Milton,WA,,city-us,8907,47.25,-122.32,4041
17403,Milton,PA,,city-us,6576,41.01,-76.85,4583
17407,Milton,WI,,city-us,5708,42.78,-88.94,2235
17395,Milton,NH,,city-us,4510,43.45,-71.01,6468
17396,Milton,NY,,city-us,4417,43.03,-73.85,5588
17404,Milton,VT,,city-us,4053,44.64,-73.11,8887
17400,Milton,OH,,city-us,3514,41.10,-80.95,291
17378,Milton,DE,,city-us,3428,38.78,-75.31,5918
17391,Milton,MI,,city-us,3149,41.79,-86.18,322
17401,Milton,OH,,city-us,2959,40.94,-81.82,291
17408,Milton,WV,,city-us,2809,38.43,-82.13,4673
17388,Milton,LA,,city-us,2590,30.10,-92.08,3297
17390,Milton,MI,,city-us,2392,44.92,-85.34,322
17398,Milton,OH,,city-us,2341,40.86,-82.38,291
17397,Milton,NY,,city-us,1452,41.66,-73.96,7135
17385,Milton,KS,,city-us,1057,37.95,-97.08,518
17399,Milton,OH,,city-us,1037,39.07,-82.50,291
17402,Milton,OH,,city-us,917,41.30,-83.82,291
17392,Milton,MN,,city-us,742,44.15,-92.73,1921
17387,Milton,KY,,city-us,592,38.72,-85.37,3315
17406,Milton,WI,,city-us,547,44.18,-91.76,2187
17384,Milton,IN,,city-us,454,39.79,-85.16,3554
17381,Milton,IA,,city-us,387,40.67,-92.16,3862
17386,Milton,KS,,city-us,340,37.43,-97.77,772
17383,Milton,IL,,city-us,209,39.56,-90.65,1851
17393,Milton,NC,,city-us,156,36.54,-79.21,4065
17394,Milton,ND,,city-us,42,48.63,-98.04,2870
17409,Milton,CA,,city-us,0,38.03,-120.85,844
17410,Milton,IN,,city-us,0,38.98,-85.01,363
17412,Milton,MO,,city-us,0,40.28,-95.42,224
17413,Milton,MO,,city-us,0,39.47,-92.33,585
17414,Milton,PA,,city-us,0,40.91,-79.22,311
17415,Milton,TN,,city-us,0,35.93,-86.18,367
17416,Milton,TX,,city-us,0,33.51,-95.37,78
17417,Milton,VA,,city-us,0,38.01,-78.40,440
17418,Milton,VA,,city-us,0,37.31,-77.02,106
