id,name,state,country,level,population,latitude,longitude,wiki
6196,Charleston,SC,,city-us,151612,32.83,-79.97,76346
6200,Charleston,WV,,city-us,48018,38.35,-81.63,44640
6205,Charleston,NJ,,city-us,31889,40.03,-74.89,25788
6188,Charleston,IL,,city-us,19393,39.48,-88.19,1168
6192,Charleston,MO,,city-us,4987,36.92,-89.35,7230
6195,Charleston,PA,,city-us,3546,41.74,-77.22,2895
6187,Charleston,AR,,city-us,2623,35.30,-94.04,5084
6191,Charleston,MI,,city-us,1891,42.29,-85.35,2679
6193,Charleston,MS,,city-us,1765,34.01,-90.06,4529
6190,Charleston,ME,,city-us,1607,45.08,-69.03,4786
6194,Charleston,NY,,city-us,1360,42.82,-74.36,3767
6203,Charleston,MI,,city-us,1112,42.02,-85.94,5563
6199,Charleston,VT,,city-us,1013,44.87,-72.03,5080
6204,Charleston,MI,,city-us,930,43.65,-82.65,2939
6207,Charleston,OR,,city-us,795,43.34,-124.33,1133
6197,Charleston,TN,,city-us,672,35.29,-84.76,9327
6198,Charleston,UT,,city-us,437,40.47,-111.47,2593
6189,Charleston,KS,,city-us,64,39.88,-96.97,353
6201,Charleston,IA,,city-us,0,40.59,-91.53,1349
6202,Charleston,KS,,city-us,0,37.87,-100.56,353
6206,Charleston,NC,,city-us,0,36.00,-77.62,323
