id,name,state,country,level,population,latitude,longitude,wiki
35925,Heidelberg,,Germany,city-international,158741,49.41,8.71,50651
35920,Heidelberg,PA,,city-us,4060,40.29,-76.29,462
35921,Heidelberg,PA,,city-us,3325,40.70,-75.70,462
35922,Heidelberg,PA,,city-us,3029,39.83,-76.92,462
35923,Heidelberg,TX,,city-us,2011,26.20,-97.88,2918
35919,Heidelberg,PA,,city-us,1723,40.37,-76.16,462
35918,Heidelberg,PA,,city-us,1270,40.39,-80.09,2483
35917,Heidelberg,MS,,city-us,634,31.89,-88.98,3164
35916,Heidelberg,MN,,city-us,135,44.49,-93.63,1826
35924,Heidelberg,KY,,city-us,0,37.56,-83.78,861
