id,name,state,country,level,population,latitude,longitude,wiki
2999,Hillsboro,OR,,city-us,106633,45.52,-122.99,36072
2996,Hillsborough,NJ,,city-us,42986,40.50,-74.67,20451
2985,Hillsborough,CA,,city-us,11016,37.57,-122.38,13352
2993,Hillsborough,NC,,city-us,9716,36.08,-79.10,15143
3001,Hillsboro,TX,,city-us,8305,32.01,-97.13,6485
2987,Hillsboro,IL,,city-us,6540,39.13,-89.52,480
2998,Hillsboro,OH,,city-us,6483,39.20,-83.61,5346
2995,Hillsborough,NH,,city-us,5958,43.15,-71.95,6651
2991,Hillsboro,MO,,city-us,3497,38.23,-90.56,3997
2989,Hillsboro,KS,,city-us,2740,38.35,-97.20,12555
3007,Hillsboro,KY,,city-us,2010,38.29,-83.66,806
2994,Hillsboro,ND,,city-us,1677,47.40,-97.06,11799
2992,Hillsboro,MS,,city-us,1072,32.46,-89.51,455
3003,Hillsboro,WI,,city-us,789,43.69,-90.37,4151
2988,Hillsboro,IN,,city-us,504,40.11,-87.19,3222
2984,Hillsboro,AL,,city-us,409,34.64,-87.19,3190
3000,Hillsboro,TN,,city-us,272,35.41,-85.97,462
3004,Hillsboro,WV,,city-us,231,38.14,-80.21,5855
2986,Hillsboro,IA,,city-us,165,40.84,-91.72,3086
2990,Hillsboro,MD,,city-us,128,38.92,-75.94,4360
2997,Hillsboro,NM,,city-us,124,32.92,-107.57,3737
3002,Hillsboro,VA,,city-us,114,39.20,-77.72,7509
3005,Hillsboro,GA,,city-us,0,33.18,-83.64,1514
3006,Hillsboro,IN,,city-us,0,39.97,-85.33,597
3008,Hillsborough,MD,,city-us,0,39.12,-76.90,199
3009,Hillsboro,VA,,city-us,0,37.71,-76.98,93
