id,name,state,county,country,level,population,latitude,longitude,wiki
17268,Gordon,GA,Wilkinson County,,city-us,1769,32.882,-83.332,2125
17265,Gordon,NE,Sheridan County,,city-us,1498,42.805,-102.203,4086
17264,Gordon,PA,Schuylkill County,,city-us,766,40.752,-76.336,1918
17258,Gordon,WI,Douglas County,,city-us,761,46.295,-91.825,2804
17267,Gordon,MN,Todd County,,city-us,659,45.883,-95.068,1925
17263,Gordon,TX,Palo Pinto County,,city-us,474,32.548,-98.369,3531
17259,Gordon,AL,Houston County,,city-us,292,31.141,-85.097,2547
17252,Gordon,WI,Ashland County,,city-us,263,46.178,-90.754,2007
17257,Gordon,OH,Darke County,,city-us,241,39.931,-84.509,2894
17255,Gordon,ND,Cavalier County,,city-us,7,48.685,-98.654,0
17253,Gordon,WV,Boone County,,city-us,0,37.987,-81.695,460
17254,Gordon,KS,Butler County,,city-us,0,37.589,-96.991,449
17256,Gordon,IL,Crawford County,,city-us,0,39.008,-87.685,184
17260,Gordon,MD,Howard County,,city-us,0,39.211,-76.886,165
17261,Gordon,KY,Letcher County,,city-us,0,36.999,-83.032,118
17262,Gordon,AK,North Slope Borough,,city-us,0,69.680,-141.206,1894
17266,Gordon,OR,Sherman County,,city-us,0,45.500,-120.729,307
