id,name,state,country,level,population,latitude,longitude,wiki
19398,Denton,TX,,city-us,148146,33.21,-97.13,27643
19400,Denton,MI,,city-us,28821,42.22,-83.49,4892
19393,Denton,MI,,city-us,5330,44.28,-84.67,2486
19392,Denton,MD,,city-us,4793,38.88,-75.83,6294
19396,Denton,NC,,city-us,1520,35.63,-80.12,4539
19395,Denton,MT,,city-us,208,47.32,-109.95,3882
19390,Denton,GA,,city-us,188,31.72,-82.69,1963
19397,Denton,NE,,city-us,186,40.74,-96.84,3184
19391,Denton,KS,,city-us,129,39.73,-95.27,3303
19394,Denton,MO,,city-us,82,36.09,-89.89,225
19399,Denton,KY,,city-us,0,38.26,-82.86,576
19401,Denton,MS,,city-us,0,34.15,-90.31,133
19402,Denton,MO,,city-us,0,38.61,-93.93,410
