id,name,state,country,level,population,latitude,longitude,wiki
12709,Keene,NH,,city-us,23106,42.93,-72.28,23312
12712,Keene,TX,,city-us,6346,32.40,-97.32,4010
12706,Keene,MI,,city-us,1793,42.99,-85.25,1914
12710,Keene,NY,,city-us,1136,44.12,-73.88,6347
12704,Keene,IL,,city-us,597,40.14,-91.20,2612
12703,Keene,CA,,city-us,282,35.22,-118.56,5507
12707,Keene,MN,,city-us,155,47.01,-96.37,1825
12705,Keene,KY,,city-us,102,37.94,-84.64,1644
12708,Keene,ND,,city-us,35,47.93,-102.94,510
12711,Keene,OH,,city-us,0,40.34,-81.87,349
12713,Keene,KS,,city-us,0,38.96,-96.04,398
12714,Keene,NE,,city-us,0,40.43,-99.07,203
12715,Keene,VA,,city-us,0,37.87,-78.56,704
12716,Keene,WI,,city-us,0,44.37,-89.47,278
