id,name,state,country,level,population,latitude,longitude,wiki
5617,York,,United Kingdom,city-international,181131,53.96,-1.08,60189
5585,York,IL,,city-us,126881,41.86,-87.98,262
5605,York,PA,,city-us,44834,39.96,-76.73,30866
5587,York,ME,,city-us,13851,43.17,-70.59,10001
5588,York,MI,,city-us,8892,42.13,-83.72,6380
5606,York,SC,,city-us,8615,34.99,-81.24,7374
5593,York,NE,,city-us,8133,40.87,-97.59,5592
5595,York,OH,,city-us,6759,39.43,-82.24,458
5599,York,OH,,city-us,4273,41.17,-81.93,458
5598,York,OH,,city-us,4229,41.54,-84.05,458
5581,York,AL,,city-us,2415,32.49,-88.30,4814
5596,York,OH,,city-us,2303,39.89,-80.85,458
5583,York,IL,,city-us,1997,41.99,-90.06,262
5603,York,OH,,city-us,1389,40.41,-83.44,458
5602,York,OH,,city-us,1287,40.44,-81.50,458
5611,York,WI,,city-us,981,42.81,-89.78,7658
5609,York,WI,,city-us,833,44.64,-90.49,1640
5600,York,OH,,city-us,759,39.73,-81.98,458
5604,York,OH,,city-us,725,40.77,-84.51,458
5610,York,WI,,city-us,696,43.25,-89.06,1851
5597,York,OH,,city-us,562,40.26,-84.58,458
5582,York,AZ,,city-us,434,32.89,-109.20,499
5594,York,NY,,city-us,434,42.87,-77.89,5164
5589,York,MN,,city-us,369,43.54,-92.28,2094
5591,York,MT,,city-us,227,46.72,-111.75,424
5590,York,MO,,city-us,188,40.53,-93.29,241
5586,York,KS,,city-us,57,37.87,-98.52,0
5607,York,SD,,city-us,39,45.20,-97.67,0
5592,York,ND,,city-us,25,48.32,-99.53,128
5608,York,SD,,city-us,17,44.59,-98.89,0
5584,York,IL,,city-us,0,39.17,-87.64,149
5601,York,OH,,city-us,0,41.36,-82.89,290
5612,York,GA,,city-us,0,34.94,-83.39,145
5613,York,IN,,city-us,0,41.69,-84.82,289
5614,York,MO,,city-us,0,40.41,-95.27,241
5615,York,OH,,city-us,0,40.26,-80.86,165
5616,York,WI,,city-us,0,44.45,-91.15,4431
