id,name,state,country,level,population,latitude,longitude,wiki
6776,Forest City,FL,,city-us,14011,28.67,-81.44,2198
6775,Forrest City,AR,,city-us,12972,35.01,-90.79,7930
6781,Forest City,NC,,city-us,7354,35.33,-81.87,6080
6777,Forest City,IA,,city-us,4238,43.26,-93.64,5931
6782,Forest City,PA,,city-us,1741,41.65,-75.47,8055
6778,Forest City,IL,,city-us,463,40.34,-89.83,274
6780,Forest City,MO,,city-us,245,39.98,-95.19,3293
6779,Forest City,MN,,city-us,0,45.21,-94.47,488
6783,Forest City,IN,,city-us,0,41.19,-87.27,193
6784,Forest City,KS,,city-us,0,37.32,-98.73,241
6785,Forest City,ME,,city-us,0,45.66,-67.73,373
6786,Forest City,SD,,city-us,0,45.00,-100.30,250
