id,name,state,county,country,level,population,latitude,longitude,wiki
36518,Richland,WA,Benton County,,city-us,61929,46.286,-119.284,23036
48578,Richland,MI,Kalamazoo County,,city-us,8735,42.376,-85.474,4554
36546,Richland,MS,Rankin County,,city-us,7180,32.239,-90.158,2799
36544,Richland,NY,Oswego County,,city-us,5741,43.551,-76.165,3027
36517,Richland,MO,Camden County,,city-us,1732,37.861,-92.400,7729
36538,Richland,PA,Lebanon County,,city-us,1492,40.359,-76.258,2468
36555,Richland,GA,Stewart County,,city-us,1479,32.088,-84.667,2846
36549,Richland,WI,Richland County,,city-us,1155,43.336,-90.368,1875
36513,Richland,NJ,Atlantic County,,city-us,623,39.492,-74.871,1277
36536,Richland,IA,Keokuk County,,city-us,534,41.186,-91.993,4777
36553,Richland,IN,Spencer County,,city-us,404,37.945,-87.168,2109
36542,Richland,TX,Navarro County,,city-us,265,31.927,-96.429,3461
36551,Richland,WI,Rusk County,,city-us,197,45.512,-90.780,1882
36514,Richland,OR,Baker County,,city-us,169,44.769,-117.169,3267
36512,Richland,SD,Union County,,city-us,97,42.759,-96.653,614
36527,Richland,NE,Colfax County,,city-us,73,41.436,-97.213,3129
36533,Richland,MS,Holmes County,,city-us,0,32.974,-89.986,1456
36550,Richland,IN,Rush County,,city-us,0,39.498,-85.395,504
