id,name,state,county,country,level,population,latitude,longitude,wiki
12550,Lake City,FL,Columbia County,,city-us,12497,30.190,-82.639,18873
12553,Lake City,SC,Florence County,,city-us,5929,33.871,-79.755,5515
12554,Lake City,MN,Goodhue County,,city-us,5297,44.446,-92.281,7041
12549,Lake City,GA,Clayton County,,city-us,3071,33.606,-84.335,2496
12552,Lake City,PA,Erie County,,city-us,2908,42.014,-80.345,2853
12551,Lake City,AR,Craighead County,,city-us,2429,35.816,-90.434,3251
12548,Lake City,IA,Calhoun County,,city-us,1719,42.267,-94.734,4184
12557,Lake City,MI,Missaukee County,,city-us,835,44.335,-85.215,5060
12560,Lake City,TX,San Patricio County,,city-us,458,28.079,-97.886,2052
12555,Lake City,CO,Hinsdale County,,city-us,430,38.030,-107.315,18885
12547,Lake City,KS,Barber County,,city-us,47,37.353,-98.821,557
12556,Lake City,SD,Marshall County,,city-us,44,45.725,-97.415,3034
12558,Lake City,CA,Modoc County,,city-us,43,41.643,-120.217,2993
12559,Lake City,CA,Nevada County,,city-us,0,39.359,-120.942,7801
