id,name,state,country,level,population,latitude,longitude,wiki
24022,Adams,PA,,city-us,14885,40.72,-80.01,250
24000,Adams,MA,,city-us,8100,42.63,-73.12,11493
24023,Adams,PA,,city-us,5722,40.28,-78.74,250
24009,Adams,NY,,city-us,4979,43.84,-76.05,4885
24013,Adams,OH,,city-us,3320,40.13,-84.49,534
24003,Adams,MI,,city-us,2620,47.06,-88.68,245
24034,Adams,WI,,city-us,2355,42.80,-88.53,2246
24002,Adams,MI,,city-us,2308,41.94,-84.54,245
24011,Adams,OH,,city-us,2020,39.45,-83.92,534
24015,Adams,OH,,city-us,1874,40.04,-81.68,534
24028,Adams,WI,,city-us,1772,43.96,-89.82,2009
23997,Adams,IL,,city-us,1606,41.58,-88.76,2462
24019,Adams,OH,,city-us,1526,39.54,-81.53,534
24030,Adams,WI,,city-us,1393,44.35,-90.83,1981
24018,Adams,OH,,city-us,1216,41.21,-83.01,534
24010,Adams,OH,,city-us,1009,40.23,-83.96,534
24008,Adams,NE,,city-us,950,40.49,-96.51,256
24024,Adams,PA,,city-us,899,40.81,-77.18,250
24014,Adams,OH,,city-us,874,41.38,-84.28,534
24012,Adams,OH,,city-us,768,40.33,-81.67,534
24004,Adams,MN,,city-us,672,43.57,-92.72,3700
24005,Adams,MO,,city-us,649,39.88,-94.27,168
24027,Adams,TN,,city-us,634,36.58,-87.07,4534
24016,Adams,OH,,city-us,632,39.78,-80.99,534
24017,Adams,OH,,city-us,619,40.13,-81.86,534
24001,Adams,MI,,city-us,554,44.04,-84.10,245
24029,Adams,WI,,city-us,544,42.73,-89.78,3504
24021,Adams,OR,,city-us,392,45.77,-118.56,3478
23998,Adams,IN,,city-us,175,39.38,-85.56,247
23999,Adams,KS,,city-us,164,39.78,-95.96,71
24025,Adams,SD,,city-us,155,45.02,-96.55,194
24020,Adams,OK,,city-us,148,36.76,-101.08,664
24006,Adams,MO,,city-us,132,40.17,-93.93,60
24026,Adams,SD,,city-us,115,44.07,-97.55,194
23996,Adams,IL,,city-us,75,39.87,-91.20,760
24007,Adams,ND,,city-us,37,48.41,-98.13,74
24031,Adams,KY,,city-us,0,37.92,-82.71,91
24032,Adams,NJ,,city-us,0,40.45,-74.49,534
24033,Adams,TX,,city-us,0,30.93,-100.26,390
