id,name,state,country,level,population,latitude,longitude,wiki
22298,Logan,UT,,city-us,54436,41.74,-111.83,22102
22289,Logan,PA,,city-us,12227,40.53,-78.43,221
22288,Logan,OH,,city-us,7349,39.54,-82.41,5404
22285,Logan,NJ,,city-us,6087,39.79,-75.36,13652
22252,Logan,IL,,city-us,3209,40.67,-89.82,338
22299,Logan,WV,,city-us,1400,37.85,-81.99,5583
22251,Logan,IA,,city-us,1392,41.64,-95.79,3410
22287,Logan,OH,,city-us,1164,40.65,-84.28,2036
22286,Logan,NM,,city-us,970,35.37,-103.41,2692
22290,Logan,PA,,city-us,874,41.01,-77.42,221
22291,Logan,PA,,city-us,612,40.59,-78.05,221
22271,Logan,MI,,city-us,590,44.29,-83.95,632
22266,Logan,KS,,city-us,483,39.69,-99.57,3316
22281,Logan,NE,,city-us,435,41.71,-96.50,564
22270,Logan,MI,,city-us,336,43.86,-86.12,632
22296,Logan,SD,,city-us,266,43.80,-96.59,0
22262,Logan,KS,,city-us,247,39.88,-96.74,3316
22276,Logan,ND,,city-us,247,48.15,-101.15,252
22282,Logan,NE,,city-us,246,40.30,-96.63,564
22277,Logan,NE,,city-us,244,41.98,-96.40,564
22253,Logan,KS,,city-us,210,37.80,-95.49,476
22267,Logan,KS,,city-us,207,39.33,-101.78,1174
22283,Logan,NE,,city-us,204,40.57,-99.01,564
22280,Logan,NE,,city-us,195,42.31,-96.96,564
22257,Logan,KS,,city-us,189,38.83,-97.09,388
22272,Logan,MN,,city-us,187,46.74,-93.50,197
22259,Logan,KS,,city-us,177,37.92,-100.55,365
22279,Logan,NE,,city-us,161,41.95,-96.72,564
22254,Logan,KS,,city-us,150,38.48,-98.52,440
22292,Logan,SD,,city-us,136,44.33,-97.91,0
22261,Logan,KS,,city-us,133,38.56,-97.32,881
22297,Logan,SD,,city-us,132,43.98,-98.14,0
22263,Logan,KS,,city-us,118,39.35,-97.98,3316
22269,Logan,KS,,city-us,106,39.78,-96.97,3316
22278,Logan,NE,,city-us,106,40.39,-97.87,564
22255,Logan,KS,,city-us,103,37.61,-96.79,376
22264,Logan,KS,,city-us,84,39.27,-97.64,3316
22273,Logan,MN,,city-us,72,45.80,-96.20,197
22274,Logan,MT,,city-us,72,45.88,-111.43,2356
22260,Logan,KS,,city-us,69,39.08,-97.99,3316
22284,Logan,NE,,city-us,61,42.48,-98.13,564
22265,Logan,KS,,city-us,35,38.14,-98.96,3316
22268,Logan,KS,,city-us,32,39.96,-98.56,3316
22293,Logan,SD,,city-us,32,44.84,-97.91,0
22256,Logan,KS,,city-us,31,39.87,-100.68,364
22294,Logan,SD,,city-us,29,44.41,-98.99,0
22258,Logan,KS,,city-us,26,38.04,-99.41,355
22275,Logan,ND,,city-us,25,46.77,-100.40,252
22295,Logan,SD,,city-us,7,43.98,-98.84,0
22300,Logan,AL,,city-us,0,34.14,-87.01,199
22301,Logan,AR,,city-us,0,36.20,-94.39,248
22302,Logan,IL,,city-us,0,39.74,-87.61,145
22303,Logan,IN,,city-us,0,39.25,-84.89,288
22304,Logan,IN,,city-us,0,38.94,-86.51,141
22305,Logan,MO,,city-us,0,37.15,-93.14,385
22306,Logan,MO,,city-us,0,37.01,-93.62,402
22307,Logan,NE,,city-us,0,41.49,-100.30,242
22308,Logan,OK,,city-us,0,36.57,-100.22,188
22309,Logan,OR,,city-us,0,45.34,-122.42,290
22310,Logan,WI,,city-us,0,45.09,-88.40,152
