id,name,state,county,country,level,population,latitude,longitude,wiki
4649,Clayton,NC,Johnston County,,city-us,28306,35.652,-78.449,5110
4657,Clayton,MO,St. Louis County,,city-us,16943,38.643,-90.324,15567
4652,Clayton,OH,Montgomery County,,city-us,13249,39.863,-84.361,4789
4642,Clayton,CA,Contra Costa County,,city-us,10973,37.941,-121.936,6241
4646,Clayton,NJ,Gloucester County,,city-us,8960,39.660,-75.092,10930
4648,Clayton,NY,Jefferson County,,city-us,4753,44.204,-76.080,7114
4661,Clayton,WI,Winnebago County,,city-us,4324,44.201,-88.582,2690
4650,Clayton,DE,Kent County,,city-us,3991,39.274,-75.632,3933
4660,Clayton,NM,Union County,,city-us,2755,36.452,-103.184,9755
4639,Clayton,AL,Barbour County,,city-us,2273,31.878,-85.450,5284
4656,Clayton,GA,Rabun County,,city-us,2035,34.878,-83.401,5839
4643,Clayton,WI,Crawford County,,city-us,1044,43.360,-90.746,1939
4654,Clayton,WI,Polk County,,city-us,978,45.341,-92.229,3057
4647,Clayton,IN,Hendricks County,,city-us,914,39.689,-86.522,5449
4641,Clayton,LA,Concordia Parish,,city-us,556,31.723,-91.543,3422
4655,Clayton,OK,Pushmataha County,,city-us,556,34.590,-95.353,4491
4651,Clayton,MI,Lenawee County,,city-us,320,41.863,-84.236,3671
4640,Clayton,IA,Clayton County,,city-us,46,42.904,-91.147,2921
4645,Clayton,KS,Decatur County,,city-us,46,39.737,-100.176,3362
4644,Clayton,ID,Custer County,,city-us,9,44.259,-114.400,3202
4653,Clayton,TX,Panola County,,city-us,0,32.098,-94.475,1547
4658,Clayton,WA,Stevens County,,city-us,0,47.984,-117.558,1171
4659,Clayton,WV,Summers County,,city-us,0,37.723,-80.729,2907
