id,name,state,county,country,level,population,latitude,longitude,wiki
15610,Monticello,AR,Drew County,,city-us,8308,33.629,-91.791,6478
15622,Monticello,NY,Sullivan County,,city-us,7332,41.656,-74.689,7552
15623,Monticello,KY,Wayne County,,city-us,5694,36.830,-84.849,7999
15624,Monticello,IN,White County,,city-us,5536,40.745,-86.765,6258
15611,Monticello,LA,East Baton Rouge Parish,,city-us,4804,30.489,-91.049,2846
15616,Monticello,IA,Jones County,,city-us,4045,42.238,-91.187,4999
15614,Monticello,GA,Jasper County,,city-us,2645,33.305,-83.683,5124
15615,Monticello,FL,Jefferson County,,city-us,2569,30.545,-83.870,3983
15620,Monticello,UT,San Juan County,,city-us,1802,37.871,-109.343,13897
15618,Monticello,MS,Lawrence County,,city-us,1359,31.554,-90.107,4022
15612,Monticello,WI,Green County,,city-us,1187,42.746,-89.595,3438
15609,Monticello,ME,Aroostook County,,city-us,722,46.329,-67.847,5225
15617,Monticello,WI,Lafayette County,,city-us,144,42.528,-90.139,1887
15619,Monticello,MO,Lewis County,,city-us,107,40.118,-91.712,9422
15613,Monticello,NC,Guilford County,,city-us,0,36.219,-79.678,517
15621,Monticello,NM,Sierra County,,city-us,0,33.397,-107.451,2501
