id,name,state,country,level,population,latitude,longitude,wiki
10249,Morristown,NJ,,city-us,66876,40.40,-74.31,34109
10247,Morristown,TN,,city-us,30777,36.20,-83.30,29642
10243,Morristown,NJ,,city-us,20276,40.80,-74.48,45801
10248,Morristown,VT,,city-us,5522,44.55,-72.64,3323
10244,Morristown,NY,,city-us,2085,44.54,-75.63,5484
10241,Morristown,IN,,city-us,1181,39.67,-85.70,3441
10242,Morristown,MN,,city-us,952,44.23,-93.44,3383
10245,Morristown,OH,,city-us,248,40.06,-81.07,3606
10240,Morristown,AZ,,city-us,201,33.86,-112.62,1277
10246,Morristown,SD,,city-us,45,45.94,-101.72,3054
10250,Morristown,WV,,city-us,0,39.05,-81.49,89
