id,name,state,county,country,level,population,latitude,longitude,wiki
9572,Concord,CA,Contra Costa County,,city-us,124074,37.978,-122.031,18090
9567,Concord,NC,Cabarrus County,,city-us,107697,35.409,-80.580,21312
9588,Concord,NH,Merrimack County,,city-us,44006,43.208,-71.538,22659
9594,Concord,MO,St. Louis County,,city-us,18760,38.525,-90.357,3191
9589,Concord,MA,Middlesex County,,city-us,18184,42.463,-71.365,16427
9576,Concord,NY,Erie County,,city-us,8274,42.545,-78.703,4224
9583,Concord,WI,Jefferson County,,city-us,2072,43.069,-88.599,3418
9582,Concord,AL,Jefferson County,,city-us,1641,33.468,-87.031,2093
9565,Concord,VA,Appomattox County,,city-us,1005,37.345,-78.983,178
9592,Concord,GA,Pike County,,city-us,390,33.091,-84.437,2329
9570,Concord,AR,Cleburne County,,city-us,190,35.664,-91.848,2324
9577,Concord,VT,Essex County,,city-us,163,44.429,-71.890,3476
9590,Concord,IL,Morgan County,,city-us,148,39.817,-90.373,1776
9593,Concord,TX,Rusk County,,city-us,23,31.917,-94.589,1345
9587,Concord,KY,Lewis County,,city-us,19,38.686,-83.491,2318
9569,Concord,TX,Cherokee County,,city-us,0,32.070,-95.046,936
9580,Concord,WV,Hampshire County,,city-us,0,39.195,-78.464,3498
9584,Concord,TN,Knox County,,city-us,0,35.869,-84.142,6679
9595,Concord,DE,Sussex County,,city-us,0,38.642,-75.555,644
9596,Concord,IN,Tippecanoe County,,city-us,0,40.293,-86.838,1000
