id,name,state,country,level,population,latitude,longitude,wiki
15687,Meade,MI,,city-us,91663,42.66,-82.93,4416
15685,Mead,WA,,city-us,7146,47.77,-117.35,1389
15682,Mead,OH,,city-us,5388,39.94,-80.80,1308
15676,Mead,CO,,city-us,5336,40.23,-105.00,3048
15677,Meade,KS,,city-us,1506,37.29,-100.34,3491
15684,Mead,PA,,city-us,1293,41.81,-79.02,2448
15678,Meade,MI,,city-us,694,43.89,-83.07,269
15681,Mead,NE,,city-us,626,41.23,-96.49,3587
15686,Mead,WI,,city-us,351,44.81,-90.73,1808
15683,Mead,OK,,city-us,229,34.00,-96.51,1924
15679,Meade,MI,,city-us,181,44.12,-86.09,269
15680,Mead,NE,,city-us,178,41.24,-98.02,240
15688,Meade,OH,,city-us,0,39.50,-82.88,729
15689,Mead,WV,,city-us,0,37.62,-81.26,340
