id,name,state,county,country,level,population,latitude,longitude,wiki
24346,Leesville,NJ,Ocean County,,city-us,58544,40.091,-74.361,21362
24347,Leesville,LA,Vernon Parish,,city-us,5472,31.144,-93.261,5003
24342,Leesville,TX,Gonzales County,,city-us,384,29.407,-97.745,33148
24339,Leesville,OH,Carroll County,,city-us,129,40.452,-81.212,3918
24338,Leesville,VA,Campbell County,,city-us,0,37.119,-79.385,710
24340,Leesville,CA,Colusa County,,city-us,0,39.189,-122.424,353
24341,Leesville,OH,Crawford County,,city-us,0,40.795,-82.788,181
24343,Leesville,MO,Henry County,,city-us,0,38.349,-93.545,336
24344,Leesville,IL,Kankakee County,,city-us,0,41.025,-87.625,172
24345,Leesville,IN,Lawrence County,,city-us,0,38.846,-86.284,224
24348,Leesville,NC,Wake County,,city-us,0,35.907,-78.559,97
