id,name,state,country,level,population,latitude,longitude,wiki
13878,Pumpkin Center,NC,,city-us,1959,34.79,-77.37,2041
13877,Pumpkin Center,CA,,city-us,0,35.27,-119.03,529
13879,Pumpkin Center,IN,,city-us,0,38.59,-86.36,256
13880,Pumpkin Center,IN,,city-us,0,38.70,-85.95,166
13881,Pumpkin Center,KY,,city-us,0,37.12,-87.85,92
13882,Pumpkin Center,LA,,city-us,0,30.45,-90.54,819
13883,Pumpkin Center,MO,,city-us,0,37.74,-93.07,1399
13884,Pumpkin Center,MO,,city-us,0,40.20,-94.87,1319
13885,Pumpkin Center,OK,,city-us,0,35.71,-95.13,1369
13886,Pumpkin Center,OK,,city-us,0,34.59,-98.21,1667
13887,Pumpkin Center,OK,,city-us,0,35.68,-95.78,1402
