id,name,state,county,country,level,population,latitude,longitude,wiki
39679,Shiloh,IL,St. Clair County,,city-us,14352,38.561,-89.897,3822
39685,Shiloh,PA,York County,,city-us,11098,39.978,-76.797,1882
39673,Shiloh,OH,Montgomery County,,city-us,10952,39.809,-84.225,2318
39678,Shiloh,OH,Richland County,,city-us,620,40.967,-82.600,4343
39665,Shiloh,NJ,Cumberland County,,city-us,445,39.459,-75.299,9320
39670,Shiloh,GA,Harris County,,city-us,415,32.810,-84.696,2734
39666,Shiloh,AL,DeKalb County,,city-us,323,34.463,-85.878,2053
39682,Shiloh,SC,Sumter County,,city-us,188,33.940,-80.041,2002
39667,Shiloh,TX,Gregg County,,city-us,0,32.572,-94.862,3168
39669,Shiloh,TN,Hardin County,,city-us,0,35.115,-88.362,3513
39675,Shiloh,AR,Pope County,,city-us,0,35.319,-93.136,1924
39683,Shiloh,WV,Tyler County,,city-us,0,39.456,-81.011,1026
