id,name,state,county,country,level,population,latitude,longitude,wiki
23572,Utica,NY,Oneida County,,city-us,64501,43.101,-75.233,34799
23569,Utica,MI,Macomb County,,city-us,5177,42.626,-83.034,4604
23567,Utica,OH,Knox County,,city-us,2095,40.237,-82.442,4586
23571,Utica,SC,Oconee County,,city-us,1729,34.678,-82.932,1900
23576,Utica,WI,Winnebago County,,city-us,1349,43.937,-88.704,3736
23563,Utica,IN,Clark County,,city-us,931,38.334,-85.654,3875
23573,Utica,NE,Seward County,,city-us,830,40.896,-97.345,3621
23565,Utica,MS,Hinds County,,city-us,633,32.110,-90.623,5807
23562,Utica,WI,Crawford County,,city-us,618,43.367,-90.907,2116
23564,Utica,KY,Daviess County,,city-us,327,37.602,-87.113,1282
23568,Utica,MO,Livingston County,,city-us,230,39.744,-93.627,3110
23575,Utica,PA,Venango County,,city-us,182,41.436,-79.957,1821
23570,Utica,KS,Ness County,,city-us,101,38.644,-100.170,3667
23566,Utica,MT,Judith Basin County,,city-us,23,46.968,-110.093,1048
23574,Utica,IA,Van Buren County,,city-us,0,40.815,-91.835,538
