city,lat,lng,population
Santa Maria,-29.6839,-53.8069,243611
Sabzevar,36.2167,57.6667,243700
Ramgundam,18.8000,79.4500,242979
Bahir Dar,11.5850,37.3900,243300
Porto,41.1495,-8.6108,237591
Baruta,10.4335,-66.8754,240755
Sapele,5.8261,5.6536,242652
Sasebo,33.1800,129.7156,242664
Myitkyina,25.3867,97.3936,243031
Haeju,38.0333,125.7167,241599
Petah Tiqwa,32.0833,34.8833,236169
Gonzalez Catan,-34.7708,-58.6464,238067
Diaobingshancun,42.4391,123.5426,241431
Tarapoto,-6.4833,-76.3667,240453
Zhangping,25.2938,117.4148,242000
Sao Carlos,-22.0178,-47.8908,241389
Aarhus,56.1572,10.2107,237551
Ipatinga,-19.4678,-42.5369,239468
Anju,39.6167,125.6667,240117
Shanhu,29.5908,120.8176,240400
Narayanganj,23.6167,90.5000,223622
Monclova,26.9103,-101.4222,237169
Atushi,39.7114,76.1753,240368
Chimoio,-19.1167,33.4500,238976
Limassol,34.6750,33.0443,235056
Novo Hamburgo,-29.6778,-51.1308,238940
Lille,50.6278,3.0583,233098
Arakawa,35.7333,139.7833,217891
Longueuil,45.5333,-73.5167,239700
Halle,51.4828,11.9697,237865
Kosice,48.7167,21.2500,238593
Viamao,-30.0808,-51.0228,239384
Matsumoto,36.2381,137.9719,239115
Banda Aceh,5.5500,95.3175,235305
Shenmu,38.8270,110.4990,237846
Springs,-26.2547,28.4428,236083
Taiping,4.8500,100.7333,237095
Zinder,13.8000,8.9833,235605
As Sib,23.6802,58.1825,237816
P'yong-dong,39.2500,125.8500,236583
Ivano-Frankivsk,48.9228,24.7106,236602
Lishui,28.4500,119.9167,238400
Quilmes,-34.7167,-58.2667,230810
Wuyishan,27.7562,118.0267,238000
Amol,36.4669,52.3569,237528
Mirpur Khas,25.5269,69.0111,236961
Pathein,16.7667,94.7333,237089
Nizhnekamsk,55.6333,51.8167,237250
Al Jubayl,27.0046,49.6460,237274
Neya,34.7661,135.6281,227997
Chishui,28.5902,105.6946,237052
Centurion,-25.8603,28.1894,236580
Uluberiya,22.4700,88.1100,235345
Pakdasht,35.4817,51.6803,236319
Shakhty,47.7000,40.2333,235492
Magdeburg,52.1317,11.6392,235775
Ibb,13.9759,44.1709,234837
Abha,18.2167,42.5000,236157
Garoua,9.3000,13.4000,235996
Bole,44.8980,82.0726,235585
Ganda,-13.0167,14.6333,235486
Najafabad,32.6342,51.3667,235281
Bayamo,20.3817,-76.6428,235107
Puducherry,11.9300,79.8300,227411
Porbandar,21.6425,69.6047,234684
Kamianske,48.5076,34.6132,235066
Borujerd,33.8972,48.7514,234997
Singaraja,-8.1167,115.0833,234468
Elche,38.2669,-0.6983,234205
Macae,-22.3708,-41.7869,234628
Miri,4.4028,113.9933,234541
Machala,-3.2667,-79.9667,231260
Granada,37.1781,-3.6008,231775
Bo,7.9564,-11.7400,233684
Messina,38.1936,15.5542,234293
Eindhoven,51.4344,5.4842,231642
San Cristobal,18.4167,-70.1333,232769
Arapiraca,-9.7500,-36.6500,233047
Okara,30.8100,73.4597,232386
Badalona,41.4333,2.2333,223006
Saidpur,25.8004,89.0000,232209
Saga,33.2667,130.3000,232359
Burnaby,49.2667,-122.9667,232755
Meycauayan,14.7333,120.9500,225673
Rancagua,-34.1654,-70.7398,231370
Freiburg im Breisgau,47.9950,7.8500,230940
Kasukabe,35.9753,139.7525,228975
Dzerzhinsk,56.2333,43.4500,231797
Marilia,-22.2139,-49.9458,232006
Bratsk,56.1520,101.6330,231602
Barishal,22.7000,90.3667,230000
Jiayuguan,39.8112,98.2862,231853
Eloy Alfaro,-2.1733,-79.8311,230839
Indaiatuba,-23.0903,-47.2181,231033
Envigado,6.1719,-75.5803,228848
Guadalupe,22.7528,-102.5078,215000
Ageoshimo,35.9775,139.5933,226616
Qarchak,35.4394,51.5689,231075
Toluca,19.2925,-99.6569,223876
Ormoc,11.0167,124.6167,230998
Neuquen,-38.9573,-68.0455,231198
Banfield,-34.7500,-58.3833,223898
Americana,-22.7389,-47.3308,229322
Fresnillo,23.1750,-102.8675,230865
Singkawang,0.9000,108.9833,230376
Orsk,51.2290,58.4681,230414
Vizianagaram,18.1167,83.4167,228720
Marka,1.7156,44.7703,230100
Cotia,-23.6039,-46.9189,229548
Pali,25.7725,73.3233,229956
Noginsk,64.4833,91.2333,229731
Kropyvnytskyi,48.5103,32.2667,227413
Taito,35.7126,139.7800,210528
Rondonopolis,-16.4708,-54.6358,228857
Coban,15.4833,-90.3667,228664
Guantanamo,20.1383,-75.2061,228436
Krefeld,51.3333,6.5667,226844
Huixquilucan,19.3611,-99.3508,224042
Kolpino,59.7300,30.6500,225801
Sidon,33.5606,35.3758,200000
Mage,-22.6528,-43.0408,227322
Apapa,6.4489,3.3589,217362
Nadiad,22.7000,72.8700,225132
Dasoguz,41.8167,59.9831,227184
Probolinggo,-7.7500,113.2167,223159
Jacarei,-23.3050,-45.9658,226539
Quetzaltenango,14.8333,-91.5167,225000
Araraquara,-21.7939,-48.1758,226508
Angarsk,52.5667,103.9167,226374
Nagercoil,8.1700,77.4300,224329
Sousse,35.8333,10.6333,221530
Nyanza,-2.3496,29.7400,225209
Takarazuka,34.8114,135.3406,224055
Campeche,19.8500,-90.5306,220389
Atsugicho,35.4333,139.3667,223815
Tarrasa,41.5611,2.0081,223011
Bac Lieu,9.2833,105.7167,225000
Itapevi,-23.5489,-46.9342,223404
Toamasina,-18.1492,49.4023,225116
Karnal,29.6804,76.9700,225049
Padangsidempuan,1.3667,99.2667,225544
Varamin,35.2714,51.6511,225628
Mubi,10.2604,13.2606,225705
Korolev,55.9167,37.8167,221797
Hunchun,42.8679,130.3585,225454
Tampere,61.4981,23.7600,225118
Sakarya,40.7833,30.4000,224962
Blagoveshchensk,50.2578,127.5364,224419
Velikiy Novgorod,58.5210,31.2758,222594
Longjin,22.8711,113.0684,221881
Ashdod,31.7978,34.6503,220174
Czestochowa,50.8096,19.1222,223322
Puri,19.8000,85.8167,201026
Carlos Manuel de Cespedes,21.5767,-78.2775,224488
Chapeco,-27.0958,-52.6178,224013
Sandton,-26.1070,28.0517,222415
Tanjore,10.8000,79.1500,222943
Staryy Oskol,51.2981,37.8350,223360
Secunderabad,17.4500,78.5000,213698
Ji'an Shi,41.1231,126.1815,222938
Bursa,40.1833,29.0667,211644
Jose C. Paz,-34.5167,-58.7667,216637
Rufisque,14.7167,-17.2667,221066
Presidente Prudente,-22.1258,-51.3889,222192
Barra do Dande,-8.4728,13.3731,222528
Hobart,-42.8806,147.3250,222356
Swindon,51.5600,-1.7800,222193
Ota,36.2917,139.3758,221123
Ternopil,49.5667,25.6000,218653
Formosa,-26.1847,-58.1758,222226
Sambhal,28.5800,78.5500,220813
Gueckedou,8.5667,-10.1333,221715
Rennes,48.1147,-1.6794,217728
Polokwane,-23.9000,29.4500,220045
Sabadell,41.5483,2.1075,216204
Neyshabur,36.2200,58.8200,221700
Radom,51.4036,21.1567,219703
Lutsk,50.7478,25.3244,216505
Hachinohe,40.5122,141.4883,220612
San Felipe,10.3353,-68.7458,220786
Saveh,35.0211,50.3564,220762
Nishitokyo,35.7258,139.5386,207098
Santo Tomas,14.0833,121.1833,218500
La Vega,19.2242,-70.5283,220279
Khomeyni Shahr,32.7000,51.5211,218737
Damietta,31.4167,31.8214,206664
Juazeiro,-9.4139,-40.5028,220253
Kremenchuk,49.0775,33.4239,220174
Itabuna,-14.7858,-39.2800,219680
Al Khubar,26.3000,50.2167,219679
Cordoba,18.8942,-96.9347,218153
Shiliguri,26.7200,88.4200,218718
Zakhu,37.1436,42.6819,219006
Tulua,4.0847,-76.1986,219138
Mainz,50.0000,8.2667,217123
Hortolandia,-22.8583,-47.2200,215819
Bitung,1.4472,125.1978,218520
Naihati,22.9000,88.4200,217900
Tilburg,51.5700,5.0700,217259
Manta,-0.9500,-80.7162,217553
Osan,37.1450,127.0694,213840
Butembo,0.1251,29.2990,217625
San Miguel,13.4833,-88.1833,218410
Oviedo,43.3600,-5.8450,217552
Netanya,32.3328,34.8600,217244
Concepcion,-36.8271,-73.0503,217537
Itaborai,-22.7475,-42.8558,218008
Zamora,19.9833,-102.2833,207860
Alor Setar,6.1167,100.3667,217000
Luton,51.8783,-0.4147,213052
Denov,38.2772,67.8872,217274
Matrah,23.6167,58.5667,214901
Qostanay,53.2144,63.6246,217135
Banjarbaru,-3.4425,114.8325,216600
Sa Dec,10.3105,105.7397,213610
Valencia,7.9000,125.0833,216546
Gujiao,37.9069,112.1700,216723
Lubeck,53.8697,10.6864,215846
Cartagena,37.6000,-0.9819,216365
Petropavl,54.8622,69.1408,216406
Sao Leopoldo,-29.7600,-51.1469,214087
Marg`ilon,40.4667,71.7167,215400
Trece Martires City,14.2833,120.8667,210503
Gangneung,37.7556,128.8961,215677
Cua,10.1667,-66.8833,214823
As Samawah,31.3167,45.2833,215000
Vantaa,60.3000,25.0333,214605
Golmud,36.4067,94.9006,215214
Geneva,46.2000,6.1500,201818
Regina,50.4547,-104.6067,215106
La Victoria,10.2278,-67.3336,214492
Shimla,31.1033,77.1722,206575
Babruysk,53.1500,29.2333,212200
Northampton,52.2304,-0.8938,212100
Mohammedia,33.6833,-7.3833,208612
Rui'an,27.7780,120.6526,213600
Erfurt,50.9781,11.0292,213835
Sete Lagoas,-19.4658,-44.2469,214152
Sikasso,11.3167,-5.6667,213977
Warnes,-17.5103,-63.1647,214216
Mostoles,40.3333,-3.8667,209639
El Tigre,8.8858,-64.2611,213524
Divinopolis,-20.1389,-44.8839,213016
Colombo,-25.2919,-49.2239,212967
Jerez de la Frontera,36.6817,-6.1378,212801
Sidi Bel Abbes,35.2000,-0.6333,212935
Limbe,4.0167,9.2167,212474
Kure,34.2492,132.5658,212159
Padova,45.4064,11.8778,210440
Arroyo Naranjo,23.0436,-82.3328,210053
Colon,9.3650,-79.8750,204000
Ploiesti,44.9386,26.0225,209945
Oberhausen,51.4699,6.8514,209566
Criciuma,-28.6775,-49.3697,211369
Pskov,57.8167,28.3333,209840
Bila Tserkva,49.7956,30.1167,208944
Isesaki,36.3167,139.2000,210332
Pamplona,42.8167,-1.6500,203081
Naga City,13.6167,123.1667,209170
Burgas,42.5030,27.4702,210720
Chungju,36.9706,127.9322,211005
Maracanau,-3.8769,-38.6258,209057
Tunja,5.5403,-73.3614,209263
Pagadian,7.8333,123.4333,210452
Legazpi City,13.1333,123.7333,209533
Barrancabermeja,7.0675,-73.8472,210729
San-Pedro,4.7704,-6.6400,210273
Bukit Mertajam,5.3631,100.4667,210000
Puerto Vallarta,20.6458,-105.2222,203342
Ijebu-Ode,6.8204,3.9200,209175
Taisheng,23.2938,113.3530,208589
Rostock,54.0833,12.1333,209061
Cork,51.9000,-8.4731,208669
Guarenas,10.4739,-66.5383,208663
Panabo,7.3000,125.6833,209230
Dongning,44.0608,131.1187,210000
Santa Cruz,28.4667,-16.2500,208563
Solihull,52.4130,-1.7780,206674
Burutu,5.3500,5.5167,209666
Nasim Shahr,35.5644,51.1647,200393
Moratuwa,6.7804,79.8800,200000
Pinghu,30.7005,121.0104,208500
Ich'on,37.2792,127.4425,209003
Milton Keynes,52.0400,-0.7600,207057
Marawi City,8.0000,124.3000,207010
Puerto Cabello,10.4705,-68.0296,209080
Beersheba,31.2589,34.7978,209000
Huangyan,28.6500,121.2500,198713
Almere,52.3758,5.2256,207904
Lubuklinggau,-3.2967,102.8617,208225
Mary,37.6000,61.8333,208682
Cascais,38.6969,-9.4206,206479
Northcote,-36.7913,174.7758,205605
Qina,26.1667,32.7167,201191
Toledo,10.3833,123.6500,207314
Kharagpur,22.3302,87.3237,207604
Waitakere,-36.8490,174.5430,208100
Monywa,22.1086,95.1358,207489
Dindigul,10.3690,77.9804,207327
Morogoro,-6.8242,37.6633,207000
Pingzhen,24.9439,121.2161,201632
Bani Suwayf,29.0667,31.0833,193048
Cidade de Nacala,-14.5500,40.6833,206449
Talca,-35.4269,-71.6656,206069
Portoviejo,-1.0544,-80.4544,206682
Linz,48.3000,14.2833,204846
Trieste,45.6503,13.7703,204338
San Carlos City,15.9281,120.3489,205424
Kodaira,35.7285,139.4774,196959
Itami,34.7867,135.4056,198522
Phan Thiet,10.9375,108.1583,205333
Kalemie,-5.9475,29.1947,206257
Kamirenjaku,35.6833,139.5594,194460
Loures,38.8333,-9.1667,205054
Biskra,34.8500,5.7333,204661
Ingraj Bazar,25.0000,88.1500,205521
Bene Beraq,32.0807,34.8338,193774
Mytishchi,55.9167,37.7333,205397
Nagareyama,35.8561,139.9025,200298
Ongole,15.5000,80.0500,204746
Zanzibar,-6.1667,39.2000,205870
Jiutai,44.1447,125.8443,205399
Qa'em Shahr,36.4611,52.8606,204953
Ellore,16.7117,81.1031,203780
Ziguinchor,12.5833,-16.2667,205294
Ternate,0.7833,127.3667,204215
Puqi,29.7204,113.8800,205164
La Ceiba,15.7800,-86.7878,196856
Yachiyo,35.7225,140.0997,200538
Mandi Burewala,30.1500,72.6833,203454
Coquimbo,-29.9532,-71.3380,204068
Tekirdag,40.9833,27.5167,204001
Parnamirim,-5.9158,-35.2628,202456
Groningen,53.2167,6.5667,201462
Biysk,52.5167,85.1667,203108
Charleroi,50.4167,4.4442,201816
Aberdeen,57.1500,-2.1100,200680
Lanxi,29.2167,119.4722,203300
La Guaira,10.6000,-66.9331,203520
Mazabuka,-15.8667,27.7667,203219
Zhubei,24.8333,121.0000,200000
Poza Rica de Hidalgo,20.5333,-97.4500,200119
Torun,53.0167,18.6167,201447
Tanjungpinang,0.9188,104.4554,203008
Kassel,51.3158,9.4979,201048
Djougou,9.7004,1.6800,202810
Haldia,22.0300,88.0600,200827
Luxor,25.6969,32.6422,202232
Tarakan,3.3000,117.6333,201635
Las Tunas,20.9667,-76.9500,202105
Lyubertsy,55.6814,37.8939,197705
Matsue,35.4681,133.0486,201802
Sosnowiec,50.3000,19.1667,199974
Arica,-18.4784,-70.3211,202131
Al Khums,32.6604,14.2600,201943
Huacho,-11.1083,-77.6083,200585
Gurgaon,28.4500,77.0200,197340
El Jadid,33.2342,-8.5228,194934
Cajamarca,-7.1644,-78.5106,201329
Ciudad Madero,22.2500,-97.8333,197216
Lashkar Gah,31.5938,64.3716,201546
Mai'Adua,13.1906,8.2117,201178
Jacobabad,28.2769,68.4514,200815
Almeria,36.8403,-2.4681,200753
Debrecen,47.5300,21.6392,200974
Tokat,40.3097,36.5542,201294
Nema,16.6171,-7.2500,200000
Qyzylorda,44.8479,65.4999,200900
Guacara,10.2333,-67.8833,200212
Oulu,65.0142,25.4719,200526
Maimanah,35.9302,64.7701,199795
Kabankalan,9.9833,122.8167,200198
Isidro Casanova,-34.7000,-58.5833,190696
Rio Claro,-22.4108,-47.5608,199961
Bulandshahr,28.4000,77.8500,198612
Az Zawiyah,32.7604,12.7200,200000
Kasama,-10.1996,31.1799,200000
Puerto Cortes,15.8833,-87.9500,200000
Kouribga,32.8800,-6.9000,196196
Lahad Datu,5.0300,118.3400,199830
Bojnurd,37.4667,57.3333,199791
Norwich,52.6300,1.2970,195971
Baharampur,24.1000,88.2500,195223
Liege,50.6397,5.5706,196623
Banja Luka,44.7667,17.1833,199191
Taranto,40.4181,17.2408,198283
Zhugang,28.1277,121.2288,197400
Martapura,-3.4135,114.8365,198239
Chakradharpur,22.7000,85.6300,197953
Tocuyito,10.0889,-68.0922,197446
Alvorada,-29.9900,-51.0839,195673
Richmond,49.1667,-123.1333,198309
Holon,32.0167,34.7667,188834
Alcala de Henares,40.4818,-3.3643,195982
Gemena,3.2500,19.7667,198056
Oradea,47.0722,21.9211,196367
Helong,42.5404,129.0039,197885
Beni Mellal,32.3394,-6.3608,192676
Madhyamgram,22.7000,88.4500,196127
Burhanpur,21.3000,76.2267,197233
Khammam,17.2500,80.1500,196283
Bhiwani,28.7833,76.1333,197662
Higashi-Hiroshima,34.4167,132.7333,197347
Huanuco,-9.9294,-76.2397,196627
Mbanza-Ngungu,-5.2500,14.8667,197545
Eldoret,0.5167,35.2833,193830
Hino,35.6714,139.3950,190598
Zipaquira,5.0247,-74.0014,196409
Rio Grande,-32.0350,-52.0989,197228
Prokopyevsk,53.8833,86.7167,196406
Rajin,42.3444,130.3844,196954
Fuenlabrada,40.2833,-3.8000,192233
Ghandinagar,23.2200,72.6800,195891
Brescia,45.5389,10.2203,196745
Kusong,39.9667,125.1667,196515
Suhaj,26.5606,31.6917,193931
Acarigua,9.5597,-69.2019,195637
Hugli,22.9000,88.3900,179931
San Pedro de Macoris,18.4572,-69.3061,195307
Parma,44.8015,10.3280,195687
Kenema,7.8833,-11.1833,188463
Brikama,13.2804,-16.6599,195136
Suzuka,34.8822,136.5842,195250
Koronadal,6.5000,124.8500,195398
Cuautla,18.8167,-98.9500,194786
Iskandar,41.5507,69.6807,195633
Karakopru,37.1803,38.8111,195552
Dese,11.1333,39.6333,187900
Tanauan,14.0833,121.1500,193936
La Serena,-29.9027,-71.2520,195382
Bandar-e Bushehr,28.9667,50.8333,195222
Prato,43.8808,11.0966,193325
Tchitato,-7.3450,20.8198,195136
Anseong,37.0078,127.2797,194765
Yuzhno-Sakhalinsk,46.9500,142.7333,194882
Richmond Hill,43.8667,-79.4333,195022
Chilpancingo,17.5500,-99.5000,182387
Gorontalo,0.5411,123.0594,191897
Guanajuato,21.0178,-101.2567,194500
Peterborough,52.5725,-0.2431,194000
Quelimane,-17.8764,36.8872,192876
Tebessa,35.4000,8.1167,194461
Kumagaya,36.1472,139.3886,193190
San Fernando,7.8940,-67.4730,194274
Al Jahra',29.3375,47.6581,194193
Mahbubnagar,16.7333,77.9833,190400
La Plata,-34.9333,-57.9500,193144
San Juan Sacatepequez,14.7189,-90.6442,193000
Yamaguchi,34.1781,131.4739,193761
Muar,2.0500,102.5600,191346
Cap-Haitien,19.7500,-72.2000,190289
Oakville,43.4500,-79.6833,193832
Godoy Cruz,-32.9167,-68.8333,191299
Bukan,36.5211,46.2089,193501
Hyesan,41.4000,128.1833,192680
Kielce,50.8725,20.6319,191605
Aracatuba,-21.2089,-50.4328,192757
Castanhal,-1.2969,-47.9219,192571
Guanare,9.0436,-69.7489,192644
Basildon,51.5761,0.4886,185900
Beylikduzu,40.9819,28.6400,185633
Leganes,40.3281,-3.7644,187762
Madiun,-7.6300,111.5231,186099
General Mariano Alvarez,14.3000,121.0000,172433
Bago,10.5388,122.8384,191210
Valera,9.3206,-70.6078,191167
Bournemouth,50.7200,-1.8800,187503
Pasuruan,-7.6406,112.9065,186262
Armavir,45.0000,41.1167,190709
Mwene-Ditu,-7.0000,23.4500,189177
Balakovo,52.0390,47.7839,191260
Donostia,43.3200,-1.9800,188102
Aydin,37.8481,27.8453,191037
Batu,-7.8672,112.5239,190184
Son Tay,21.1382,105.5050,189547
Anjomachi,34.9667,137.0833,188801
Malaybalay,8.1575,125.1278,190712
Ferraz de Vasconcelos,-23.5411,-46.3689,184700
Santa Barbara d'Oeste,-22.7539,-47.4139,190139
Chibia,-15.1833,13.7000,190670
Odawara,35.2647,139.1522,189038
Kishiwada,34.4667,135.3667,188015
Saddiqabad,28.3006,70.1302,189876
Rybinsk,58.0500,38.8333,190429
Chongju,39.6500,125.3333,189742
Cachoeiro de Itapemirim,-20.8489,-41.1128,189889
Nandyal,15.5204,78.4800,188654
Hagen,51.3594,7.4750,188687
Potosi,-19.5833,-65.7500,189652
Ngaoundere,7.3214,13.5839,189800
Pak Kret,13.9125,100.4978,184501
Parakou,9.3400,2.6200,188853
Donghua,35.2175,106.6545,189333
Mutare,-18.9728,32.6694,188243
Narsingdi,23.9000,90.7167,185128
Braga,41.5503,-8.4200,181494
Araure,9.5667,-69.2167,188800
Digos,6.7500,125.3500,188376
Pinar del Rio,22.4122,-83.6719,188614
Numazu,35.0956,138.8636,187653
Raiganj,25.6167,88.1167,183612
Selcuklu,37.9312,32.4996,188224
Tachikawa,35.7139,139.4079,181115
Prabumulih,-3.4620,104.2229,188082
Angra dos Reis,-23.0069,-44.3178,188276
San Francisco de Macoris,19.3000,-70.2500,188118
Sobral,-3.6856,-40.3442,188233
Xiashi,30.5333,120.6833,187300
Turku,60.4517,22.2700,187604
Guatire,10.4717,-66.5406,187262
Iquique,-20.2141,-70.1524,188003
Laayoune,27.1500,-13.2000,188084
Kofu,35.6667,138.5667,187144
San Diego,10.2558,-67.9539,187215
Gharyan,32.1669,13.0167,187854
Barakpur,22.7500,88.3667,152783
Tottori,35.5011,134.2350,187323
Chaedok,40.6723,129.2027,187270
Joetsu,37.1500,138.2333,187291
Calbayog City,12.0667,124.6000,186960
Sultanbeyli,40.9679,29.2666,175700
Kairouan,35.6833,10.1000,186653
Cabo Frio,-22.8789,-42.0189,186227
Shendi,16.6805,33.4200,186611
Kayapinar,37.9400,40.1900,185626
Shibin al Kawm,30.5500,31.0000,177112
Ed Damazin,11.7704,34.3500,186051
Khujand,40.2833,69.6167,181600
Reims,49.2628,4.0347,182211
Dunhuang,40.1667,94.6833,186027
Mahesana,23.6000,72.4000,184991
Modena,44.6458,10.9257,185273
Guri,37.5947,127.1428,180063
Getafe,40.3047,-3.7311,183095
Jamaame,0.0722,42.7506,185270
Breda,51.5875,4.7750,183873
Basel,47.5606,7.5906,177827
Semnan,35.5833,53.3833,185129
Temirtau,50.0549,72.9646,185082
Toyokawa,34.8268,137.3759,183965
Passo Fundo,-28.2628,-52.4069,184826
Yei,4.0904,30.6800,185000
Luzhang,25.8519,98.8562,184835
Al Qamishli,37.0500,41.2167,184231
Fardis,35.7225,50.9883,181174
Chuo-ku,35.6667,139.7667,169995
Geelong,-38.1500,144.3500,184182
Fianarantsoa,-21.4333,47.0833,184184
Banjar,-7.3667,108.5333,182819
Siguiri,11.4189,-9.1644,183875
Severodvinsk,64.5667,39.8500,183996
Batala,31.8186,75.2028,183314
Rzeszow,50.0500,22.0000,182548
Bhusaval,21.0200,75.8300,183001
Itajai,-26.9078,-48.6619,183373
Trondheim,63.4400,10.4000,183378
Cuango,-9.1444,18.0464,183767
Aqtau,43.6525,51.1575,183350
Nis,43.3192,21.8961,183164
Bahraigh,27.5742,81.5958,182218
Narashino,35.6808,140.0267,174990
Abakan,53.7167,91.4167,181709
Burlington,43.3167,-79.8000,183314
Potsdam,52.4000,13.0667,182112
Pinrang,-3.7857,119.6522,182731
Sorsogon,12.9667,124.0000,182237
Dourados,-22.2208,-54.8058,182747
Meram,37.8364,32.4383,182444
Braila,45.2692,27.9575,180302
Amadora,38.7500,-9.2333,175136
Uji,34.8808,135.7794,179626
Nova Friburgo,-22.2819,-42.5308,182082
Tonk,26.1505,75.7900,181734
Reggio di Calabria,38.1144,15.6500,181447
Berazategui,-34.7679,-58.2133,180523
Khowy,38.5503,44.9519,182000
Sirsa,29.4904,75.0300,181639
Tangail,24.2500,89.9200,180144
Jaunpur,25.7333,82.6833,180362
Dosquebradas,4.8361,-75.6761,179301
York,53.9583,-1.0803,181131
Petropavlovsk-Kamchatskiy,53.0167,158.6500,181216
Phan Rang-Thap Cham,11.5643,108.9886,179773
Epe,6.5573,3.9912,181409
Sittwe,20.1444,92.8969,181000
Dam Dam,22.6200,88.4200,114786
Jima,7.6667,36.8333,177900
Lhokseumawe,5.1800,97.1506,180200
Roxas City,11.5833,122.7500,179292
Funtua,11.5204,7.3200,180475
Turbo,8.0931,-76.7283,181000
Hinthada,17.6483,95.4679,180728
La Rioja,-29.4131,-66.8558,180995
Madanapalle,13.5500,78.5000,180180
Palopo,-3.0000,120.2000,180130
Ayacucho,-13.1631,-74.2244,180766
Obuase,6.2000,-1.6833,180460
Nijmegen,51.8475,5.8625,177659
San Luis Rio Colorado,32.4767,-114.7625,176685
Alleppey,9.5004,76.3700,176783
Boma,-5.8500,13.0500,178638
Tiaret,35.3667,1.3167,178915
Tyre,33.2667,35.2000,160000
Saarbrucken,49.2333,7.0000,179349
Purwakarta,-6.5400,107.4400,179233
Longjing,42.7700,129.4197,180307
Split,43.5100,16.4500,178102
Ilheus,-14.7889,-39.0489,180213
Toulon,43.1258,5.9306,176198
Klerksdorp,-26.8667,26.6667,178921
Barra Mansa,-22.5439,-44.1708,179915
Tongjiang,47.6502,132.5030,180000
Hamm,51.6667,7.8167,178967
Divo,5.8372,-5.3572,179455
Tarija,-21.5317,-64.7311,179528
Al `Arish,31.1249,33.8006,178651
Guli,28.9008,120.0284,178900
Urayasu,35.6536,139.9017,169749
Bida,9.0804,6.0100,173849
Gliwice,50.3011,18.6498,178186
Paita,-5.0667,-81.1000,179346
Bade,24.9575,121.2989,172065
Townsville,-19.2500,146.8167,178649
Langsa,4.4667,97.9500,178334
Dagupan City,16.0430,120.3340,174302
Teziutlan,19.8178,-97.3667,177796
Salalah,17.0197,54.0897,178469
Salatiga,-7.3389,110.5022,175288
Matosinhos,41.1867,-8.6844,175478
Hamilton,-37.7833,175.2833,176500
Birjand,32.8664,59.2211,178020
