id,name,state,county,country,level,population,latitude,longitude,wiki
8613,Foster,RI,Providence County,,city-us,4472,41.789,-71.735,5569
8610,Foster,OK,Garvin County,,city-us,248,34.616,-97.489,981
8607,Foster,WI,Clark County,,city-us,117,44.687,-90.864,1916
8615,Foster,IN,Warren County,,city-us,104,40.148,-87.471,841
8606,Foster,MO,Bates County,,city-us,80,38.166,-94.507,3089
8612,Foster,NE,Pierce County,,city-us,42,42.274,-97.665,2971
8608,Foster,WI,Eau Claire County,,city-us,0,44.643,-91.312,946
8609,Foster,TX,Fort Bend County,,city-us,0,29.651,-95.832,9459
8611,Foster,OR,Linn County,,city-us,0,44.410,-122.672,750
8614,Foster,CA,San Diego County,,city-us,0,32.908,-116.926,818
