id,name,state,country,level,population,latitude,longitude,wiki
22727,Orient,NY,,city-us,1037,41.14,-72.30,5353
22726,Orient,MI,,city-us,735,43.87,-85.13,2415
22729,Orient,OR,,city-us,462,45.47,-122.35,495
22723,Orient,IA,,city-us,367,41.20,-94.41,4683
22724,Orient,IL,,city-us,323,37.92,-88.98,1844
22725,Orient,ME,,city-us,154,45.82,-67.85,3120
22728,Orient,OH,,city-us,152,39.80,-83.15,3646
22731,Orient,WA,,city-us,66,48.87,-118.20,967
22730,Orient,SD,,city-us,53,44.90,-99.09,2796
22732,Orient,TX,,city-us,0,31.66,-100.33,182
