id,name,state,county,country,level,population,latitude,longitude,wiki
23131,Kirkwood,MO,St. Louis County,,city-us,29371,38.583,-90.407,11565
23124,Kirkwood,NY,Broome County,,city-us,5437,42.091,-75.799,4235
23133,Kirkwood,IL,Warren County,,city-us,660,40.866,-90.748,2309
23123,Kirkwood,OH,Belmont County,,city-us,381,40.089,-81.198,1342
23127,Kirkwood,PA,Lancaster County,,city-us,316,39.856,-76.077,1720
23122,Kirkwood,CA,Alpine County / Amador County,,city-us,232,38.689,-120.055,5502
23125,Kirkwood,NJ,Camden County,,city-us,0,39.831,-74.991,923
23126,Kirkwood,KS,Crawford County,,city-us,0,37.371,-94.722,268
23128,Kirkwood,DE,New Castle County,,city-us,0,39.572,-75.696,627
23129,Kirkwood,WV,Nicholas County,,city-us,0,38.351,-80.802,239
23130,Kirkwood,OH,Shelby County,,city-us,0,40.216,-84.197,843
23132,Kirkwood,CA,Tehama County,,city-us,0,39.855,-122.162,115
