id,name,state,country,level,population,latitude,longitude,wiki
6801,Friendship,WI,,city-us,2772,43.85,-88.47,1888
6793,Friendship,ME,,city-us,1158,43.95,-69.35,6654
6794,Friendship,MI,,city-us,954,45.51,-85.04,1965
6796,Friendship,NY,,city-us,841,42.21,-78.14,4127
6800,Friendship,WI,,city-us,651,43.97,-89.82,161
6799,Friendship,TN,,city-us,617,35.91,-89.25,2068
6797,Friendship,OH,,city-us,588,38.70,-83.09,570
6792,Friendship,MD,,city-us,390,38.74,-76.59,496
6795,Friendship,MN,,city-us,174,44.76,-95.78,1848
6791,Friendship,AR,,city-us,160,34.22,-93.00,2317
6798,Friendship,OK,,city-us,22,34.70,-99.23,3761
6802,Friendship,IN,,city-us,0,38.97,-85.15,5287
6803,Friendship,KY,,city-us,0,37.06,-87.77,88
6804,Friendship,MD,,city-us,0,38.37,-75.21,159
6805,Friendship,NJ,,city-us,0,39.62,-75.18,250
6806,Friendship,NC,,city-us,0,35.08,-84.19,245
6807,Friendship,NC,,city-us,0,35.70,-78.90,953
6808,Friendship,SC,,city-us,0,34.02,-79.44,236
6809,Friendship,VA,,city-us,0,36.73,-81.74,96
