id,name,state,county,country,level,population,latitude,longitude,wiki
14035,Logan,UT,Cache County,,city-us,54436,41.735,-111.834,22102
14041,Logan,OH,Hocking County,,city-us,7349,39.540,-82.407,5404
14038,Logan,NJ,Gloucester County,,city-us,6087,39.792,-75.355,13652
14042,Logan,WV,Logan County,,city-us,1400,37.849,-81.993,5583
14040,Logan,IA,Harrison County,,city-us,1392,41.643,-95.789,3410
14046,Logan,NM,Quay County,,city-us,970,35.365,-103.411,2692
3696,Logan,KS,Phillips County,,city-us,483,39.688,-99.572,3316
20837,Logan,NE,Dodge County,,city-us,435,41.705,-96.497,564
14044,Logan,KS,Marshall County,,city-us,247,39.878,-96.741,0
20839,Logan,NE,Gage County,,city-us,246,40.299,-96.628,564
20814,Logan,NE,Burt County,,city-us,244,41.975,-96.398,564
14032,Logan,KS,Allen County,,city-us,210,37.800,-95.485,476
14047,Logan,KS,Sherman County,,city-us,207,39.329,-101.782,1174
20840,Logan,NE,Kearney County,,city-us,204,40.568,-99.009,564
20836,Logan,NE,Dixon County,,city-us,195,42.309,-96.958,564
14036,Logan,KS,Dickinson County,,city-us,189,38.834,-97.091,388
14039,Logan,KS,Gray County,,city-us,177,37.922,-100.546,365
20835,Logan,NE,Cuming County,,city-us,161,41.953,-96.724,564
14033,Logan,KS,Barton County,,city-us,150,38.477,-98.525,440
14043,Logan,KS,Marion County,,city-us,133,38.561,-97.317,881
14045,Logan,KS,Mitchell County,,city-us,118,39.348,-97.982,0
14048,Logan,KS,Washington County,,city-us,106,39.777,-96.966,0
20833,Logan,NE,Clay County,,city-us,106,40.389,-97.871,564
14034,Logan,KS,Butler County,,city-us,103,37.607,-96.790,376
14037,Logan,MT,Gallatin County,,city-us,72,45.884,-111.427,2356
20841,Logan,NE,Knox County,,city-us,61,42.476,-98.132,564
