id,name,state,county,country,level,population,latitude,longitude,wiki
6305,Butler,NJ,Morris County,,city-us,8116,41.004,-74.342,13325
6295,Butler,MO,Bates County,,city-us,4177,38.259,-94.331,10773
6300,Butler,IN,DeKalb County,,city-us,2645,41.430,-84.871,5006
6297,Butler,AL,Choctaw County,,city-us,1870,32.090,-88.222,3558
6314,Butler,NY,Wayne County,,city-us,1815,43.177,-76.765,4543
6311,Butler,GA,Taylor County,,city-us,1809,32.557,-84.238,4217
6313,Butler,WI,Waukesha County,,city-us,1772,43.106,-88.070,4243
6296,Butler,MI,Branch County,,city-us,1467,42.027,-84.875,2602
6309,Butler,OH,Richland County,,city-us,939,40.588,-82.425,8219
6307,Butler,KY,Pendleton County,,city-us,632,38.786,-84.370,2402
6325,Butler,TN,Carter County,,city-us,346,36.357,-82.036,3067
6299,Butler,OK,Custer County,,city-us,204,35.637,-99.186,2134
6304,Butler,IL,Montgomery County,,city-us,165,39.199,-89.534,1918
6301,Butler,OK,Delaware County,,city-us,162,36.539,-94.741,469
6298,Butler,WI,Clark County,,city-us,112,44.804,-90.873,1748
6320,Butler,SD,Day County,,city-us,6,45.259,-97.712,2432
6293,Butler,MD,Baltimore County,,city-us,0,39.535,-76.728,1467
6294,Butler,TX,Bastrop County,,city-us,0,30.321,-97.296,2085
6302,Butler,TX,Freestone County,,city-us,0,31.664,-95.924,2880
