id,name,state,country,level,population,latitude,longitude,wiki
36819,Ripley,TN,,city-us,7785,35.745,-89.530,4909
36825,Ripley,MS,,city-us,5362,34.730,-88.951,4101
36818,Ripley,WV,,city-us,3064,38.819,-81.711,5666
36815,Ripley,OH,,city-us,2443,40.628,-82.050,116
36811,Ripley,OH,,city-us,1580,38.746,-83.845,5398
36817,Ripley,OH,,city-us,1083,41.038,-82.574,116
36813,Ripley,NY,,city-us,945,42.267,-79.711,4753
36820,Ripley,MN,,city-us,745,46.119,-94.284,380
36823,Ripley,CA,,city-us,598,33.525,-114.656,4209
36824,Ripley,ME,,city-us,483,44.997,-69.404,3023
36821,Ripley,OK,,city-us,355,36.018,-96.906,4255
36814,Ripley,MN,,city-us,178,43.970,-92.977,380
36810,Ripley,IL,,city-us,69,40.032,-90.657,2220
36812,Ripley,MD,,city-us,0,38.545,-77.078,150
36816,Ripley,MI,,city-us,0,47.127,-88.554,428
36822,Ripley,IN,,city-us,0,41.101,-86.660,183
36826,Ripley,GA,,city-us,0,32.725,-83.417,209
