id,name,state,country,level,population,latitude,longitude,wiki
25916,Henry,OH,,city-us,4083,41.20,-83.72,1383
25911,Henry,IL,,city-us,2553,41.12,-89.39,390
25919,Henry,TN,,city-us,442,36.20,-88.42,2087
25913,Henry,MO,,city-us,216,38.01,-94.55,258
25915,Henry,NE,,city-us,128,42.00,-104.05,3437
25917,Henry,SD,,city-us,124,45.46,-98.21,3246
25918,Henry,SD,,city-us,92,44.84,-97.42,3246
25912,Henry,KS,,city-us,28,39.08,-97.87,0
25914,Henry,ND,,city-us,23,47.23,-103.99,0
25920,Henry,IN,,city-us,0,39.79,-85.59,146
25921,Henry,LA,,city-us,0,29.88,-92.08,83
25922,Henry,VA,,city-us,0,36.83,-79.99,210
25923,Henry,VA,,city-us,0,36.80,-77.39,155
25924,Henry,WV,,city-us,0,39.22,-79.42,369
