id,name,state,country,level,population,latitude,longitude,wiki
19414,Hays,KS,,city-us,20795,38.879,-99.327,24428
19373,Hayes,MI,,city-us,4669,44.050,-84.784,270
19382,Hayes,MI,,city-us,2754,44.924,-84.798,270
19372,Hayes,MI,,city-us,2011,45.325,-85.148,270
19379,Hayes,NE,,city-us,1670,40.481,-99.009,185
19417,Hays,NC,,city-us,1247,36.250,-81.116,2036
19413,Hays,MT,,city-us,1150,47.989,-108.694,2632
19371,Hayes,LA,,city-us,676,30.109,-92.920,14918
19377,Hayes,KS,,city-us,433,38.705,-95.232,372
19380,Hayes,KS,,city-us,290,38.304,-97.870,120
19375,Hayes,KS,,city-us,266,38.995,-97.102,309
19415,Hays,TX,,city-us,240,30.122,-97.872,2110
19386,Hayes,MN,,city-us,230,45.290,-95.307,1768
19384,Hayes,KS,,city-us,161,38.130,-98.638,0
19383,Hayes,KS,,city-us,60,38.104,-98.390,0
19374,Hayes,NE,,city-us,32,41.653,-100.105,185
19376,Hayes,IL,,city-us,0,39.862,-88.281,214
19378,Hayes,VA,,city-us,0,37.278,-76.504,573
19381,Hayes,WI,,city-us,0,45.000,-88.423,107
19385,Hayes,SD,,city-us,0,44.370,-101.021,276
19416,Hays,KY,,city-us,0,37.031,-86.139,104
