id,name,state,country,level,population,latitude,longitude,wiki
38221,Chapel Hill,NC,,city-us,61128,35.92,-79.05,19545
38222,Chapel Hill,TN,,city-us,1753,35.63,-86.69,4607
38230,Chappell Hill,TX,,city-us,600,30.14,-96.26,4849
38223,Chapel Hill,AL,,city-us,0,31.03,-86.23,138
38224,Chapel Hill,GA,,city-us,0,33.69,-84.72,271
38225,Chapel Hill,IN,,city-us,0,39.00,-86.45,466
38226,Chapel Hill,KY,,city-us,0,36.72,-86.29,101
38227,Chapel Hill,MO,,city-us,0,38.92,-94.06,409
38228,Chapel Hill,NJ,,city-us,0,40.40,-74.07,1007
38229,Chapel Hill,OH,,city-us,0,39.62,-82.05,197
