id,name,state,county,country,level,population,latitude,longitude,wiki
10450,Hebron,CT,Tolland County,,city-us,9066,41.659,-72.393,4689
10449,Hebron,KY,Boone County,,city-us,6195,39.066,-84.701,3537
10458,Hebron,IN,Porter County,,city-us,3750,41.319,-87.200,5293
10456,Hebron,OH,Licking County,,city-us,2355,39.962,-82.491,3369
10460,Hebron,NY,Washington County,,city-us,1778,43.258,-73.349,13488
10459,Hebron,NE,Thayer County,,city-us,1408,40.166,-97.586,4264
10457,Hebron,ME,Oxford County,,city-us,1241,44.209,-70.389,5234
10461,Hebron,MD,Wicomico County,,city-us,1099,38.420,-75.688,4902
10455,Hebron,PA,Lebanon County,,city-us,1080,40.339,-76.399,659
10451,Hebron,TX,Collin County,,city-us,803,33.046,-96.887,3865
10447,Hebron,ND,Morton County,,city-us,795,46.901,-102.045,4146
10453,Hebron,NH,Grafton County,,city-us,643,43.694,-71.792,4282
10454,Hebron,WI,Jefferson County,,city-us,340,42.925,-88.693,2043
10448,Hebron,IA,Adair County,,city-us,0,41.255,-94.285,579
10452,Hebron,MO,Douglas County,,city-us,0,36.852,-92.153,567
