id,name,state,county,country,level,population,latitude,longitude,wiki
21034,Hunter,OH,Warren County,,city-us,3775,39.493,-84.290,2184
21026,Hunter,TN,Carter County,,city-us,2068,36.372,-82.159,2989
21033,Hunter,WI,Sawyer County,,city-us,785,45.919,-91.178,1931
21030,Hunter,NY,Greene County,,city-us,417,42.214,-74.219,5237
21028,Hunter,IL,Edgar County,,city-us,247,39.671,-87.589,968
21031,Hunter,MN,Jackson County,,city-us,211,43.625,-95.158,2159
21029,Hunter,OK,Garfield County,,city-us,142,36.564,-97.661,1811
21035,Hunter,AR,Woodruff County,,city-us,106,35.053,-91.126,2062
21025,Hunter,MO,Carter County,,city-us,94,36.891,-90.849,5400
21027,Hunter,ND,Cass County,,city-us,69,47.203,-97.266,3436
21032,Hunter,KS,Mitchell County,,city-us,51,39.234,-98.397,3617
21023,Hunter,OH,Belmont County,,city-us,0,39.948,-81.057,255
21024,Hunter,IL,Boone County,,city-us,0,42.429,-88.871,142
