id,name,state,country,level,population,latitude,longitude,wiki
35951,Ray,MI,,city-us,3772,42.762,-82.920,4131
47790,Wray,CO,,city-us,2308,40.076,-102.223,2878
35955,Ray,ND,,city-us,706,48.344,-103.165,3545
35948,Ray,AL,,city-us,399,32.887,-86.038,152
35950,Ray,ND,,city-us,61,46.417,-98.841,3545
35947,Ray,MI,,city-us,0,41.760,-84.872,1225
35949,Ray,MN,,city-us,0,48.411,-93.211,1076
35952,Ray,VA,,city-us,0,36.936,-79.311,91
35953,Ray,IN,,city-us,0,41.760,-84.872,1225
35954,Ray,OH,,city-us,0,39.204,-82.684,479
47789,Wray,GA,,city-us,0,31.622,-83.055,210
