id,name,state,county,country,level,population,latitude,longitude,wiki
26185,Lyons,IL,Cook County,,city-us,112735,41.775,-87.860,5106
26198,Lyons,NY,Wayne County,,city-us,5604,43.094,-77.004,5344
26194,Lyons,NJ,Somerset County,,city-us,5345,40.685,-74.547,2293
26195,Lyons,GA,Toombs County,,city-us,4211,32.204,-82.322,3573
26197,Lyons,WI,Walworth County,,city-us,3701,42.628,-88.363,2637
26193,Lyons,KS,Rice County,,city-us,3556,38.345,-98.202,6311
26182,Lyons,CO,Boulder County,,city-us,2208,40.225,-105.271,14030
26190,Lyons,OR,Linn County,,city-us,1209,44.775,-122.615,3584
26184,Lyons,NE,Burt County,,city-us,811,41.937,-96.477,5741
26188,Lyons,MI,Ionia County,,city-us,801,42.982,-84.947,3211
26187,Lyons,IN,Greene County,,city-us,626,38.989,-87.082,3300
26186,Lyons,OH,Fulton County,,city-us,598,41.700,-84.070,3505
26181,Lyons,PA,Berks County,,city-us,442,40.482,-75.758,3765
26183,Lyons,TX,Burleson County,,city-us,236,30.386,-96.563,239
26191,Lyons,MN,Lyon County,,city-us,189,44.330,-95.892,202
26196,Lyons,MN,Wadena County,,city-us,187,46.584,-94.839,202
26192,Lyons,SD,Minnehaha County,,city-us,70,43.718,-96.829,283
26180,Lyons,OK,Adair County,,city-us,0,35.751,-94.711,128
26189,Lyons,MO,Laclede County,,city-us,0,37.566,-92.495,455
