id,name,state,county,country,level,population,latitude,longitude,wiki
31573,Norway,,,,country,5597924,60.472,8.469,116394
31566,Norway,WI,Racine County,,city-us,7873,42.797,-88.123,2714
31565,Norway,ME,Oxford County,,city-us,5144,44.226,-70.610,8005
31560,Norway,MI,Dickinson County,,city-us,2813,45.787,-87.904,4389
31561,Norway,NY,Herkimer County,,city-us,742,43.229,-74.951,3617
31557,Norway,IA,Benton County,,city-us,468,41.903,-91.922,3922
31564,Norway,SC,Orangeburg County,,city-us,282,33.452,-81.125,3059
31572,Norway,IN,White County,,city-us,175,40.778,-86.759,2795
31567,Norway,KS,Republic County,,city-us,17,39.696,-97.774,524
31559,Norway,OR,Coos County,,city-us,0,43.101,-124.157,1265
31562,Norway,IL,LaSalle County,,city-us,0,41.466,-88.664,2440
