id,name,state,county,country,level,population,latitude,longitude,wiki
6894,Eaton,OH,Preble County,,city-us,8358,39.744,-84.637,5786
6895,Eaton,CO,Weld County,,city-us,5868,40.530,-104.711,4407
6892,Eaton,NY,Madison County,,city-us,4133,42.890,-75.630,3955
6887,Eaton,WI,Brown County,,city-us,1685,44.437,-87.821,2033
6890,Eaton,IN,Delaware County,,city-us,1584,40.340,-85.351,6615
7526,Eton,GA,Murray County,,city-us,826,34.825,-84.763,2370
6893,Eaton,WI,Manitowoc County,,city-us,817,44.025,-87.976,2062
6889,Eaton,WI,Clark County,,city-us,716,44.739,-90.610,2054
6888,Eaton,NH,Carroll County,,city-us,420,43.907,-71.048,3061
6891,Eaton,TN,Gibson County,,city-us,0,35.969,-89.132,1210
6896,Eaton,WV,Wood County,,city-us,0,39.196,-81.314,1141
