id,name,state,county,country,level,population,latitude,longitude,wiki
17125,Gold Hill,IL,Gallatin County,,city-us,1446,37.734,-88.198,842
17126,Gold Hill,OR,Jackson County,,city-us,1344,42.432,-123.051,4696
17130,Gold Hill,NC,Rowan County,,city-us,372,35.521,-80.338,3311
17122,Gold Hill,CO,Boulder County,,city-us,272,40.063,-105.410,6274
17124,Gold Hill,CA,El Dorado County,,city-us,136,38.761,-120.885,176
17123,Gold Hill,VA,Buckingham County,,city-us,0,37.624,-78.370,95
17127,Gold Hill,AL,Lee County,,city-us,0,32.722,-85.508,2320
17128,Gold Hill,CA,Placer County,,city-us,0,38.902,-121.182,994
17129,Gold Hill,AR,Pope County,,city-us,0,35.196,-92.962,102
17131,Gold Hill,NV,Storey County,,city-us,0,39.291,-119.657,3534
