id,name,state,country,level,population,latitude,longitude,wiki
40997,Mifflin,OH,,city-us,38044,40.03,-82.87,262
40999,Mifflin,OH,,city-us,6114,40.77,-82.41,262
41001,Mifflin,PA,,city-us,2296,41.02,-76.29,538
40998,Mifflin,OH,,city-us,1203,39.10,-83.32,262
41004,Mifflin,PA,,city-us,1084,41.30,-77.25,538
41002,Mifflin,PA,,city-us,814,40.60,-76.84,538
41000,Mifflin,OH,,city-us,765,40.78,-83.37,262
41005,Mifflin,WI,,city-us,617,42.87,-90.35,2458
41003,Mifflin,PA,,city-us,527,40.57,-77.40,2388
40996,Mifflin,OH,,city-us,154,40.77,-82.36,3221
41006,Miflin,AL,,city-us,0,30.37,-87.61,427
41007,Mifflin,IN,,city-us,0,38.31,-86.54,203
41008,Mifflin,TN,,city-us,0,35.55,-88.58,788
41009,Mifflin,WV,,city-us,0,37.94,-81.82,87
