id,name,state,country,level,population,latitude,longitude,wiki
31116,Hays,KS,,city-us,20795,38.88,-99.33,24428
31119,Hayes,MI,,city-us,4669,44.05,-84.78,270
31120,Hayes,MI,,city-us,2754,44.92,-84.80,270
31118,Hayes,MI,,city-us,2011,45.32,-85.15,270
31125,Hayes,NE,,city-us,1670,40.48,-99.01,185
31123,Hays,NC,,city-us,1247,36.25,-81.12,2036
31122,Hays,MT,,city-us,1150,47.99,-108.69,2632
31117,Hayes,LA,,city-us,676,30.11,-92.92,14918
31112,Hayes,KS,,city-us,433,38.70,-95.23,372
31113,Hayes,KS,,city-us,290,38.30,-97.87,120
31111,Hayes,KS,,city-us,266,39.00,-97.10,309
31126,Hays,TX,,city-us,240,30.12,-97.87,2110
31121,Hayes,MN,,city-us,230,45.29,-95.31,1768
31115,Hayes,KS,,city-us,161,38.13,-98.64,0
31114,Hayes,KS,,city-us,60,38.10,-98.39,0
31124,Hayes,NE,,city-us,32,41.65,-100.10,185
31127,Hayes,IL,,city-us,0,39.86,-88.28,214
31128,Hays,KY,,city-us,0,37.03,-86.14,104
31129,Hayes,SD,,city-us,0,44.37,-101.02,276
31130,Hayes,VA,,city-us,0,37.28,-76.50,573
31131,Hayes,WI,,city-us,0,45.00,-88.42,107
